matrix(560, 1)
( 0.805566 )
( 0.805566 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805567 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.805568 )
( 0.947506 )
( 0.829808 )
( 0.947506 )
( 0.829809 )
( 0.947506 )
( 0.829809 )
( 0.947506 )
( 0.829809 )
( 0.947506 )
( 0.829809 )
( 0.947507 )
( 0.829809 )
( 0.947507 )
( 0.829809 )
( 0.947507 )
( 0.829809 )
( 0.947507 )
( 0.82981 )
( 0.947507 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947508 )
( 0.82981 )
( 0.947509 )
( 0.829811 )
( 0.947509 )
( 0.829811 )
( 0.947509 )
( 0.829811 )
( 0.947509 )
( 0.829811 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944869 )
( 0.95389 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944869 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944869 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.94487 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.94487 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.94487 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944871 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944871 )
( 0.953891 )
( 0.797278 )
( 0.877287 )
( 0.945656 )
( 0.944871 )
( 0.953891 )
( 0.797278 )
( 0.877286 )
( 0.945656 )
( 0.944871 )
( 0.953891 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944872 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944872 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944872 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944872 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944873 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944873 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944873 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945655 )
( 0.944873 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945654 )
( 0.944873 )
( 0.953892 )
( 0.797278 )
( 0.877286 )
( 0.945654 )
( 0.944874 )
( 0.953892 )
( 0.898111 )
( 0.825033 )
( 0.988209 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.99745 )
( 0.942027 )
( 0.797708 )
( 0.825039 )
( 0.898111 )
( 0.825033 )
( 0.988209 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.99745 )
( 0.942028 )
( 0.797708 )
( 0.825039 )
( 0.898111 )
( 0.825033 )
( 0.988209 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.99745 )
( 0.942028 )
( 0.797708 )
( 0.825039 )
( 0.898111 )
( 0.825033 )
( 0.988209 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.99745 )
( 0.942028 )
( 0.797708 )
( 0.825039 )
( 0.898112 )
( 0.825033 )
( 0.98821 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.99745 )
( 0.942028 )
( 0.797708 )
( 0.825039 )
( 0.898112 )
( 0.825033 )
( 0.98821 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942028 )
( 0.797708 )
( 0.825039 )
( 0.898112 )
( 0.825033 )
( 0.98821 )
( 0.905012 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942029 )
( 0.797708 )
( 0.825039 )
( 0.898112 )
( 0.825034 )
( 0.98821 )
( 0.905011 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942029 )
( 0.797708 )
( 0.825039 )
( 0.898112 )
( 0.825034 )
( 0.98821 )
( 0.905011 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942029 )
( 0.797708 )
( 0.825038 )
( 0.898112 )
( 0.825034 )
( 0.988211 )
( 0.905011 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942029 )
( 0.797708 )
( 0.825038 )
( 0.898112 )
( 0.825034 )
( 0.988211 )
( 0.905011 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.942029 )
( 0.797708 )
( 0.825038 )
( 0.898112 )
( 0.825034 )
( 0.988211 )
( 0.905011 )
( 0.975703 )
( 0.945653 )
( 0.997451 )
( 0.94203 )
( 0.797708 )
( 0.825038 )
( 0.898112 )
( 0.825034 )
( 0.988211 )
( 0.905011 )
( 0.975702 )
( 0.945653 )
( 0.997451 )
( 0.94203 )
( 0.797708 )
( 0.825038 )
( 0.898112 )
( 0.825034 )
( 0.988211 )
( 0.90501 )
( 0.975702 )
( 0.945653 )
( 0.997451 )
( 0.94203 )
( 0.797708 )
( 0.825038 )
( 0.898113 )
( 0.825034 )
( 0.988211 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.94203 )
( 0.797708 )
( 0.825038 )
( 0.898113 )
( 0.825035 )
( 0.988212 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.94203 )
( 0.797708 )
( 0.825038 )
( 0.898113 )
( 0.825035 )
( 0.988212 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.942031 )
( 0.797708 )
( 0.825037 )
( 0.898113 )
( 0.825035 )
( 0.988212 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.942031 )
( 0.797708 )
( 0.825037 )
( 0.898113 )
( 0.825035 )
( 0.988212 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.942031 )
( 0.797708 )
( 0.825037 )
( 0.898113 )
( 0.825035 )
( 0.988212 )
( 0.90501 )
( 0.975702 )
( 0.945652 )
( 0.997451 )
( 0.942031 )
( 0.797708 )
( 0.825037 )
( 0.988214 )
( 0.911942 )
( 0.825035 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.975701 )
( 0.825727 )
( 0.911944 )
( 0.825037 )
( 0.988214 )
( 0.911942 )
( 0.825035 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.975701 )
( 0.825727 )
( 0.911944 )
( 0.825037 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.975701 )
( 0.825727 )
( 0.911944 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.975701 )
( 0.825728 )
( 0.911944 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.9757 )
( 0.825728 )
( 0.911944 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798502 )
( 0.9757 )
( 0.825728 )
( 0.911944 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798501 )
( 0.9757 )
( 0.825728 )
( 0.911943 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798501 )
( 0.9757 )
( 0.825728 )
( 0.911943 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798501 )
( 0.9757 )
( 0.825728 )
( 0.911943 )
( 0.825036 )
( 0.988214 )
( 0.911943 )
( 0.825036 )
( 0.988213 )
( 0.798257 )
( 0.798501 )
( 0.9757 )
( 0.825728 )
( 0.911943 )
( 0.825036 )
( 0.798257 )
( 0.798501 )
( 0.9757 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975699 )
( 0.825729 )
( 0.798257 )
( 0.798501 )
( 0.975698 )
( 0.82573 )
( 0.798257 )
( 0.798501 )
( 0.975698 )
( 0.82573 )
( 0.798257 )
( 0.798501 )
( 0.975698 )
( 0.82573 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 1 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
( 0.794155 )
