matrix(560, 1)
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 0.377596 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 1 )
( 0.37929 )
( 0.411943 )
( 0.730719 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730719 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730719 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466839 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466838 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466838 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466838 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466838 )
( 0.543348 )
( 0.410016 )
( 0.411943 )
( 0.730718 )
( 0.466838 )
( 0.543348 )
( 0.410016 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455531 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.46684 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.466839 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.466839 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.466839 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.592008 )
( 0.591527 )
( 0.455532 )
( 0.631148 )
( 0.555102 )
( 0.466839 )
( 0.74633 )
( 0.49203 )
( 0.385112 )
( 0.591528 )
( 0.455533 )
( 0.395512 )
( 0.591528 )
( 0.455533 )
( 0.476444 )
( 0.402768 )
( 0.555101 )
( 0.401712 )
( 0.395512 )
( 0.591528 )
( 0.455533 )
( 0.395512 )
( 0.591528 )
( 0.455533 )
( 0.476444 )
( 0.402768 )
( 0.555101 )
( 0.401712 )
