matrix(560, 1)
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.40315 )
( 0.363281 )
( 0.439772 )
( 0.362329 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324789 )
( 0.359792 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
( 0.324788 )
