matrix(560, 1)
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.25726 )
( 0 )
( 0.257261 )
( 0 )
( 0.257262 )
( 0 )
( 0.257263 )
( 0 )
( 0.257264 )
( 0 )
( 0.257265 )
( 0 )
( 0.257265 )
( 0 )
( 0.257266 )
( 0 )
( 0.257267 )
( 0 )
( 0.257268 )
( 0 )
( 0.257268 )
( 0 )
( 0.257269 )
( 0 )
( 0.25727 )
( 0 )
( 0.257271 )
( 0 )
( 0.257271 )
( 0 )
( 0.257272 )
( 0 )
( 0.257272 )
( 0 )
( 0.257273 )
( 0 )
( 0.257273 )
( 0 )
( 0.257274 )
( 0 )
( 0 )
( 0 )
( 0.244181 )
( 0.238617 )
( 0.30239 )
( 0 )
( 0 )
( 0.244181 )
( 0.238618 )
( 0.30239 )
( 0 )
( 0 )
( 0.24418 )
( 0.238619 )
( 0.30239 )
( 0 )
( 0 )
( 0.24418 )
( 0.23862 )
( 0.302391 )
( 0 )
( 0 )
( 0.24418 )
( 0.238621 )
( 0.302391 )
( 0 )
( 0 )
( 0.244179 )
( 0.238622 )
( 0.302392 )
( 0 )
( 0 )
( 0.244179 )
( 0.238623 )
( 0.302392 )
( 0 )
( 0 )
( 0.244178 )
( 0.238624 )
( 0.302393 )
( 0 )
( 0 )
( 0.244178 )
( 0.238625 )
( 0.302393 )
( 0 )
( 0 )
( 0.244177 )
( 0.238626 )
( 0.302394 )
( 0 )
( 0 )
( 0.244177 )
( 0.238627 )
( 0.302394 )
( 0 )
( 0 )
( 0.244176 )
( 0.238628 )
( 0.302394 )
( 0 )
( 0 )
( 0.244176 )
( 0.238629 )
( 0.302395 )
( 0 )
( 0 )
( 0.244175 )
( 0.23863 )
( 0.302395 )
( 0 )
( 0 )
( 0.244175 )
( 0.238631 )
( 0.302395 )
( 0 )
( 0 )
( 0.244174 )
( 0.238632 )
( 0.302396 )
( 0 )
( 0 )
( 0.244174 )
( 0.238633 )
( 0.302396 )
( 0 )
( 0 )
( 0.244173 )
( 0.238633 )
( 0.302396 )
( 0 )
( 0 )
( 0.244173 )
( 0.238634 )
( 0.302397 )
( 0 )
( 0 )
( 0.244172 )
( 0.238635 )
( 0.302397 )
( 0 )
( 0 )
( 0.544979 )
( 0 )
( 0.456574 )
( 0.244169 )
( 0.610305 )
( 0.218506 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544979 )
( 0 )
( 0.456573 )
( 0.244169 )
( 0.610305 )
( 0.218507 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.54498 )
( 0 )
( 0.456573 )
( 0.244168 )
( 0.610305 )
( 0.218507 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544981 )
( 0 )
( 0.456573 )
( 0.244168 )
( 0.610305 )
( 0.218508 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544982 )
( 0 )
( 0.456573 )
( 0.244168 )
( 0.610305 )
( 0.218509 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544983 )
( 0 )
( 0.456572 )
( 0.244168 )
( 0.610306 )
( 0.21851 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544983 )
( 0 )
( 0.456572 )
( 0.244167 )
( 0.610306 )
( 0.218511 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544984 )
( 0 )
( 0.456572 )
( 0.244167 )
( 0.610306 )
( 0.218511 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544985 )
( 0 )
( 0.456571 )
( 0.244167 )
( 0.610306 )
( 0.218512 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544986 )
( 0 )
( 0.456571 )
( 0.244167 )
( 0.610306 )
( 0.218513 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544986 )
( 0 )
( 0.456571 )
( 0.244166 )
( 0.610306 )
( 0.218514 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544987 )
( 0 )
( 0.45657 )
( 0.244166 )
( 0.610306 )
( 0.218515 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.544988 )
( 0 )
( 0.45657 )
( 0.244166 )
( 0.610307 )
( 0.218515 )
( 0 )
( 0 )
( 0 )
