matrix(560, 1)
( 0.650019 )
( 0.65002 )
( 0.65002 )
( 0.65002 )
( 0.65002 )
( 0.65002 )
( 0.650021 )
( 0.650021 )
( 0.650021 )
( 0.650021 )
( 0.650021 )
( 0.650022 )
( 0.650022 )
( 0.650022 )
( 0.650022 )
( 0.650022 )
( 0.650023 )
( 0.650023 )
( 0.650023 )
( 0.650023 )
( 0.90551 )
( 0.693655 )
( 0.90551 )
( 0.693655 )
( 0.905511 )
( 0.693656 )
( 0.905511 )
( 0.693656 )
( 0.905511 )
( 0.693656 )
( 0.905512 )
( 0.693656 )
( 0.905512 )
( 0.693657 )
( 0.905513 )
( 0.693657 )
( 0.905513 )
( 0.693657 )
( 0.905513 )
( 0.693657 )
( 0.905514 )
( 0.693658 )
( 0.905514 )
( 0.693658 )
( 0.905514 )
( 0.693658 )
( 0.905515 )
( 0.693658 )
( 0.905515 )
( 0.693659 )
( 0.905515 )
( 0.693659 )
( 0.905515 )
( 0.693659 )
( 0.905516 )
( 0.693659 )
( 0.905516 )
( 0.693659 )
( 0.905516 )
( 0.69366 )
( 0.637822 )
( 0.779117 )
( 0.902182 )
( 0.900764 )
( 0.917003 )
( 0.637822 )
( 0.779117 )
( 0.902181 )
( 0.900765 )
( 0.917003 )
( 0.637822 )
( 0.779117 )
( 0.902181 )
( 0.900765 )
( 0.917003 )
( 0.637822 )
( 0.779117 )
( 0.902181 )
( 0.900766 )
( 0.917003 )
( 0.637822 )
( 0.779116 )
( 0.902181 )
( 0.900766 )
( 0.917004 )
( 0.637822 )
( 0.779116 )
( 0.902181 )
( 0.900767 )
( 0.917004 )
( 0.637822 )
( 0.779116 )
( 0.902181 )
( 0.900767 )
( 0.917004 )
( 0.637822 )
( 0.779116 )
( 0.90218 )
( 0.900768 )
( 0.917004 )
( 0.637822 )
( 0.779116 )
( 0.90218 )
( 0.900768 )
( 0.917004 )
( 0.637822 )
( 0.779116 )
( 0.90218 )
( 0.900769 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.90218 )
( 0.900769 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.90218 )
( 0.900769 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.902179 )
( 0.90077 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.902179 )
( 0.90077 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.902179 )
( 0.900771 )
( 0.917005 )
( 0.637822 )
( 0.779115 )
( 0.902179 )
( 0.900771 )
( 0.917006 )
( 0.637822 )
( 0.779115 )
( 0.902178 )
( 0.900772 )
( 0.917006 )
( 0.637822 )
( 0.779114 )
( 0.902178 )
( 0.900772 )
( 0.917006 )
( 0.637822 )
( 0.779114 )
( 0.902178 )
( 0.900772 )
( 0.917006 )
( 0.637822 )
( 0.779114 )
( 0.902178 )
( 0.900773 )
( 0.917006 )
