time,Integral
0,0
1,4.74285e-08
2,9.13202e-08
3,1.34894e-07
4,1.78266e-07
5,2.21441e-07
6,2.64417e-07
7,3.07194e-07
8,3.49771e-07
9,3.92148e-07
10,4.34322e-07
11,4.76294e-07
12,5.18062e-07
13,5.59626e-07
14,6.00985e-07
15,6.42137e-07
16,6.83083e-07
17,7.23821e-07
18,7.6435e-07
19,8.04669e-07
20,8.44778e-07
21,8.84676e-07
22,9.24362e-07
23,9.63834e-07
24,1.00309e-06
25,1.04214e-06
26,1.08097e-06
27,1.11958e-06
28,1.15797e-06
29,1.19615e-06
30,1.23411e-06
31,1.27185e-06
32,1.30937e-06
33,1.34667e-06
34,1.38374e-06
35,1.4206e-06
36,1.45723e-06
37,1.49363e-06
38,1.52982e-06
39,1.56577e-06
40,1.6015e-06
41,1.63701e-06
42,1.67229e-06
43,1.70734e-06
44,1.74216e-06
45,1.77675e-06
46,1.81112e-06
47,1.84525e-06
48,1.87915e-06
49,1.91283e-06
50,1.94627e-06
51,1.97948e-06
52,2.01246e-06
53,2.0452e-06
54,2.07772e-06
55,2.11e-06
56,2.14205e-06
57,2.17386e-06
58,2.20544e-06
59,2.23678e-06
60,2.2679e-06
61,2.29877e-06
62,2.32942e-06
63,2.35982e-06
64,2.39e-06
65,2.41993e-06
66,2.44964e-06
67,2.47911e-06
68,2.50834e-06
69,2.53734e-06
70,2.5661e-06
71,2.59463e-06
72,2.62293e-06
73,2.65099e-06
74,2.67882e-06
75,2.70641e-06
76,2.73377e-06
77,2.7609e-06
78,2.78779e-06
79,2.81446e-06
80,2.84089e-06
81,2.86708e-06
82,2.89305e-06
83,2.91879e-06
84,2.94429e-06
85,2.96957e-06
86,2.99461e-06
87,3.01943e-06
88,3.04402e-06
89,3.06838e-06
90,3.09252e-06
91,3.11643e-06
92,3.14011e-06
93,3.16357e-06
94,3.18681e-06
95,3.20982e-06
96,3.23261e-06
97,3.25518e-06
98,3.27753e-06
99,3.29965e-06
100,3.32156e-06
101,3.34326e-06
102,3.33713e-06
103,3.33682e-06
104,3.3368e-06
105,3.3368e-06
106,3.3368e-06
107,3.3368e-06
108,3.3368e-06
109,3.3368e-06
110,3.3368e-06
111,3.3368e-06
112,3.3368e-06
113,3.3368e-06
114,3.3368e-06
115,3.3368e-06
116,3.3368e-06
117,3.3368e-06
118,3.3368e-06
119,3.3368e-06
120,3.3368e-06
121,3.3368e-06
122,3.3368e-06
123,3.3368e-06
124,3.3368e-06
125,3.3368e-06
126,3.3368e-06
127,3.3368e-06
128,3.3368e-06
129,3.3368e-06
130,3.3368e-06
131,3.3368e-06
132,3.3368e-06
133,3.3368e-06
134,3.3368e-06
135,3.3368e-06
136,3.3368e-06
137,3.3368e-06
138,3.3368e-06
139,3.3368e-06
140,3.3368e-06
141,3.3368e-06
142,3.3368e-06
143,3.3368e-06
144,3.3368e-06
145,3.3368e-06
146,3.3368e-06
147,3.3368e-06
148,3.3368e-06
149,3.3368e-06
150,3.3368e-06
151,3.3368e-06
152,3.3368e-06
153,3.3368e-06
154,3.3368e-06
155,3.3368e-06
156,3.3368e-06
157,3.3368e-06
158,3.3368e-06
159,3.3368e-06
160,3.3368e-06
161,3.3368e-06
162,3.3368e-06
163,3.3368e-06
164,3.3368e-06
165,3.3368e-06
166,3.3368e-06
167,3.3368e-06
168,3.3368e-06
169,3.3368e-06
170,3.3368e-06
171,3.3368e-06
172,3.3368e-06
173,3.3368e-06
174,3.3368e-06
175,3.3368e-06
176,3.3368e-06
177,3.3368e-06
178,3.3368e-06
179,3.3368e-06
180,3.3368e-06
181,3.3368e-06
182,3.3368e-06
183,3.3368e-06
184,3.3368e-06
185,3.3368e-06
186,3.3368e-06
187,3.3368e-06
188,3.3368e-06
189,3.3368e-06
190,3.3368e-06
191,3.3368e-06
192,3.3368e-06
193,3.3368e-06
194,3.3368e-06
195,3.3368e-06
196,3.3368e-06
197,3.3368e-06
198,3.3368e-06
199,3.3368e-06
200,3.3368e-06
