matrix(560, 1)
( 0.379243 )
( 0.379243 )
( 0.379243 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379244 )
( 0.379245 )
( 0.379245 )
( 0.379245 )
( 0.379245 )
( 0.379245 )
( 0.49288 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492881 )
( 0.398652 )
( 0.492882 )
( 0.398652 )
( 0.492882 )
( 0.398652 )
( 0.492882 )
( 0.398653 )
( 0.492882 )
( 0.398653 )
( 0.492882 )
( 0.398653 )
( 0.492882 )
( 0.398653 )
( 0.492882 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.492883 )
( 0.398653 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.49077 )
( 0.497992 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.49077 )
( 0.497992 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.49077 )
( 0.497992 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.49077 )
( 0.497992 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.49077 )
( 0.497993 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.490771 )
( 0.497993 )
( 0.364584 )
( 0.436663 )
( 0.4914 )
( 0.490771 )
( 0.497993 )
( 0.364585 )
( 0.436663 )
( 0.491399 )
( 0.490771 )
( 0.497993 )
( 0.364585 )
( 0.436663 )
( 0.491399 )
( 0.490771 )
( 0.497993 )
( 0.364585 )
( 0.436663 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436663 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436663 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436662 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436662 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436662 )
( 0.491399 )
( 0.490772 )
( 0.497993 )
( 0.364585 )
( 0.436662 )
( 0.491399 )
( 0.490773 )
( 0.497993 )
( 0.364585 )
( 0.436662 )
( 0.491399 )
( 0.490773 )
( 0.497994 )
( 0.364585 )
( 0.436662 )
( 0.491398 )
( 0.490773 )
( 0.497994 )
( 0.364585 )
( 0.436662 )
( 0.491398 )
( 0.490773 )
( 0.497994 )
( 0.364585 )
( 0.436662 )
( 0.491398 )
( 0.490773 )
( 0.497994 )
( 0.453335 )
( 0.394828 )
( 0.525468 )
( 0.45886 )
( 0.515456 )
( 0.491398 )
( 0.532866 )
( 0.488494 )
( 0.366197 )
( 0.394833 )
( 0.453335 )
( 0.394828 )
( 0.525468 )
( 0.45886 )
( 0.515456 )
( 0.491398 )
( 0.532866 )
( 0.488495 )
( 0.366197 )
( 0.394833 )
( 0.453335 )
( 0.394828 )
( 0.525468 )
( 0.45886 )
( 0.515456 )
( 0.491398 )
( 0.532866 )
( 0.488495 )
( 0.366197 )
( 0.394833 )
( 0.453335 )
( 0.394828 )
( 0.525468 )
( 0.45886 )
( 0.515456 )
( 0.491397 )
( 0.532867 )
( 0.488495 )
( 0.366197 )
( 0.394833 )
( 0.453335 )
( 0.394829 )
( 0.525468 )
( 0.45886 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488495 )
( 0.366197 )
( 0.394833 )
( 0.453335 )
( 0.394829 )
( 0.525468 )
( 0.45886 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488495 )
( 0.366197 )
( 0.394833 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394833 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394833 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394833 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394833 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394832 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
( 0.515455 )
( 0.491397 )
( 0.532867 )
( 0.488496 )
( 0.366197 )
( 0.394832 )
( 0.453336 )
( 0.394829 )
( 0.525469 )
( 0.458859 )
