matrix(560, 1)
( 0.0641941 )
( 0.0641944 )
( 0.0641947 )
( 0.064195 )
( 0.0641953 )
( 0.0641956 )
( 0.0641959 )
( 0.0641962 )
( 0.0641965 )
( 0.0641968 )
( 0.0641971 )
( 0.0641974 )
( 0.0641976 )
( 0.0641979 )
( 0.0641982 )
( 0.0641984 )
( 0.0641986 )
( 0.0641988 )
( 0.064199 )
( 0.0641992 )
( 0.426139 )
( 0.126012 )
( 0.42614 )
( 0.126012 )
( 0.42614 )
( 0.126012 )
( 0.426141 )
( 0.126013 )
( 0.426141 )
( 0.126013 )
( 0.426142 )
( 0.126013 )
( 0.426142 )
( 0.126014 )
( 0.426143 )
( 0.126014 )
( 0.426143 )
( 0.126014 )
( 0.426144 )
( 0.126015 )
( 0.426144 )
( 0.126015 )
( 0.426145 )
( 0.126015 )
( 0.426145 )
( 0.126016 )
( 0.426146 )
( 0.126016 )
( 0.426146 )
( 0.126016 )
( 0.426146 )
( 0.126017 )
( 0.426147 )
( 0.126017 )
( 0.426147 )
( 0.126017 )
( 0.426147 )
( 0.126017 )
( 0.426148 )
( 0.126018 )
( 0.0486389 )
( 0.247082 )
( 0.421424 )
( 0.419416 )
( 0.44242 )
( 0.0486389 )
( 0.247082 )
( 0.421424 )
( 0.419416 )
( 0.442421 )
( 0.0486389 )
( 0.247082 )
( 0.421424 )
( 0.419417 )
( 0.442421 )
( 0.0486389 )
( 0.247082 )
( 0.421423 )
( 0.419418 )
( 0.442421 )
( 0.0486389 )
( 0.247082 )
( 0.421423 )
( 0.419419 )
( 0.442422 )
( 0.0486389 )
( 0.247081 )
( 0.421423 )
( 0.419419 )
( 0.442422 )
( 0.0486389 )
( 0.247081 )
( 0.421423 )
( 0.41942 )
( 0.442422 )
( 0.0486389 )
( 0.247081 )
( 0.421422 )
( 0.419421 )
( 0.442423 )
( 0.0486389 )
( 0.247081 )
( 0.421422 )
( 0.419421 )
( 0.442423 )
( 0.0486389 )
( 0.247081 )
( 0.421422 )
( 0.419422 )
( 0.442423 )
( 0.0486389 )
( 0.24708 )
( 0.421421 )
( 0.419423 )
( 0.442423 )
( 0.0486389 )
( 0.24708 )
( 0.421421 )
( 0.419423 )
( 0.442424 )
( 0.0486389 )
( 0.24708 )
( 0.421421 )
( 0.419424 )
( 0.442424 )
( 0.048639 )
( 0.24708 )
( 0.42142 )
( 0.419425 )
( 0.442424 )
( 0.048639 )
( 0.247079 )
( 0.42142 )
( 0.419425 )
( 0.442424 )
( 0.048639 )
( 0.247079 )
( 0.42142 )
( 0.419426 )
( 0.442425 )
( 0.048639 )
( 0.247079 )
( 0.421419 )
( 0.419426 )
( 0.442425 )
( 0.048639 )
( 0.247079 )
( 0.421419 )
( 0.419427 )
( 0.442425 )
( 0.048639 )
( 0.247078 )
( 0.421419 )
( 0.419427 )
( 0.442425 )
( 0.048639 )
( 0.247078 )
( 0.421418 )
( 0.419428 )
( 0.442425 )
( 0.300183 )
( 0.113833 )
( 0.529932 )
( 0.317781 )
( 0.498044 )
( 0.421416 )
( 0.553498 )
( 0.41217 )
( 0.048854 )
( 0.11385 )
( 0.300184 )
( 0.113834 )
( 0.529933 )
( 0.317781 )
( 0.498043 )
( 0.421416 )
( 0.553498 )
( 0.41217 )
( 0.048854 )
( 0.11385 )
( 0.300184 )
( 0.113834 )
( 0.529933 )
( 0.317781 )
( 0.498043 )
( 0.421416 )
( 0.553499 )
( 0.412171 )
( 0.048854 )
( 0.11385 )
( 0.300184 )
( 0.113834 )
( 0.529934 )
( 0.31778 )
( 0.498043 )
( 0.421416 )
( 0.553499 )
( 0.412171 )
( 0.048854 )
( 0.113849 )
( 0.300184 )
( 0.113835 )
( 0.529934 )
( 0.31778 )
( 0.498043 )
( 0.421416 )
( 0.553499 )
( 0.412172 )
( 0.048854 )
( 0.113849 )
( 0.300185 )
( 0.113835 )
( 0.529935 )
( 0.31778 )
( 0.498043 )
( 0.421416 )
( 0.553499 )
( 0.412172 )
( 0.048854 )
( 0.113849 )
( 0.300185 )
( 0.113835 )
( 0.529935 )
( 0.317779 )
( 0.498043 )
( 0.421415 )
( 0.553499 )
( 0.412173 )
( 0.048854 )
( 0.113848 )
( 0.300185 )
( 0.113836 )
( 0.529936 )
( 0.317779 )
( 0.498042 )
( 0.421415 )
( 0.553499 )
( 0.412174 )
( 0.048854 )
( 0.113848 )
( 0.300186 )
( 0.113836 )
( 0.529936 )
( 0.317779 )
( 0.498042 )
( 0.421415 )
( 0.553499 )
( 0.412174 )
( 0.048854 )
( 0.113848 )
( 0.300186 )
( 0.113836 )
( 0.529937 )
( 0.317778 )
( 0.498042 )
( 0.421415 )
( 0.553499 )
( 0.412175 )
( 0.048854 )
( 0.113848 )
( 0.300186 )
( 0.113837 )
( 0.529937 )
( 0.317778 )
( 0.498042 )
( 0.421415 )
( 0.553499 )
( 0.412175 )
( 0.048854 )
( 0.113847 )
( 0.300186 )
( 0.113837 )
( 0.529938 )
( 0.317778 )
( 0.498041 )
( 0.421414 )
( 0.553499 )
( 0.412176 )
( 0.048854 )
( 0.113847 )
( 0.300187 )
( 0.113837 )
( 0.529938 )
( 0.317777 )
( 0.498041 )
( 0.421414 )
( 0.5535 )
( 0.412176 )
( 0.048854 )
( 0.113847 )
( 0.300187 )
( 0.113838 )
( 0.529939 )
( 0.317777 )
( 0.498041 )
( 0.421414 )
( 0.5535 )
( 0.412177 )
( 0.048854 )
( 0.113846 )
( 0.300187 )
( 0.113838 )
( 0.529939 )
( 0.317776 )
( 0.498041 )
( 0.421414 )
( 0.5535 )
( 0.412177 )
( 0.0488541 )
( 0.113846 )
( 0.300187 )
( 0.113838 )
( 0.529939 )
( 0.317776 )
( 0.498041 )
( 0.421414 )
( 0.5535 )
( 0.412178 )
( 0.0488541 )
( 0.113846 )
( 0.300187 )
( 0.113838 )
( 0.52994 )
( 0.317776 )
( 0.49804 )
( 0.421413 )
( 0.5535 )
( 0.412178 )
( 0.0488541 )
( 0.113845 )
( 0.300188 )
( 0.113839 )
( 0.52994 )
( 0.317775 )
( 0.49804 )
( 0.421413 )
( 0.5535 )
( 0.412179 )
( 0.0488541 )
( 0.113845 )
( 0.300188 )
( 0.113839 )
( 0.52994 )
( 0.317775 )
( 0.49804 )
( 0.421413 )
( 0.5535 )
( 0.412179 )
( 0.0488541 )
( 0.113845 )
( 0.300188 )
( 0.113839 )
( 0.529941 )
( 0.317774 )
( 0.49804 )
( 0.421413 )
( 0.5535 )
( 0.412179 )
( 0.0488541 )
( 0.113844 )
( 0.529946 )
( 0.335453 )
( 0.11384 )
( 0.529943 )
( 0.0491286 )
( 0.0492508 )
( 0.498037 )
( 0.115604 )
( 0.335457 )
( 0.113843 )
( 0.529946 )
( 0.335453 )
( 0.11384 )
( 0.529943 )
( 0.0491286 )
( 0.0492508 )
( 0.498037 )
( 0.115604 )
( 0.335457 )
( 0.113843 )
( 0.529946 )
( 0.335453 )
( 0.113841 )
( 0.529943 )
( 0.0491286 )
( 0.0492508 )
( 0.498037 )
( 0.115605 )
( 0.335457 )
( 0.113843 )
( 0.529945 )
( 0.335454 )
( 0.113841 )
( 0.529943 )
( 0.0491286 )
( 0.0492508 )
( 0.498036 )
( 0.115605 )
( 0.335456 )
( 0.113843 )
( 0.529945 )
( 0.335454 )
( 0.113841 )
( 0.529943 )
( 0.0491286 )
( 0.0492508 )
( 0.498036 )
( 0.115606 )
( 0.335456 )
( 0.113843 )
( 0.529945 )
( 0.335454 )
( 0.113841 )
( 0.529944 )
( 0.0491286 )
( 0.0492508 )
( 0.498036 )
( 0.115606 )
( 0.335456 )
( 0.113843 )
( 0.529945 )
( 0.335454 )
( 0.113841 )
( 0.529944 )
( 0.0491286 )
( 0.0492507 )
( 0.498035 )
( 0.115606 )
( 0.335456 )
( 0.113842 )
( 0.529945 )
( 0.335455 )
( 0.113841 )
( 0.529944 )
( 0.0491286 )
( 0.0492507 )
( 0.498035 )
( 0.115607 )
( 0.335456 )
( 0.113842 )
( 0.529945 )
( 0.335455 )
( 0.113842 )
( 0.529944 )
( 0.0491286 )
( 0.0492507 )
( 0.498035 )
( 0.115607 )
( 0.335455 )
( 0.113842 )
( 0.529945 )
( 0.335455 )
( 0.113842 )
( 0.529944 )
( 0.0491287 )
( 0.0492507 )
( 0.498034 )
( 0.115607 )
( 0.335455 )
( 0.113842 )
( 0.0491287 )
( 0.0492507 )
( 0.498034 )
( 0.115608 )
( 0.0491287 )
( 0.0492507 )
( 0.498034 )
( 0.115608 )
( 0.0491287 )
( 0.0492507 )
( 0.498033 )
( 0.115609 )
( 0.0491287 )
( 0.0492507 )
( 0.498033 )
( 0.115609 )
( 0.0491287 )
( 0.0492507 )
( 0.498032 )
( 0.115609 )
( 0.0491287 )
( 0.0492507 )
( 0.498032 )
( 0.11561 )
( 0.0491287 )
( 0.0492507 )
( 0.498031 )
( 0.11561 )
( 0.0491287 )
( 0.0492507 )
( 0.498031 )
( 0.11561 )
( 0.0491287 )
( 0.0492507 )
( 0.498031 )
( 0.115611 )
( 0.0491287 )
( 0.0492507 )
( 0.49803 )
( 0.115611 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 1 )
( 0.0470773 )
( 0.0470773 )
( 0.0470773 )
( 0.0470773 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
( 0.0470774 )
