matrix(560, 1)
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.33523 )
( 0.433061 )
( 0.344315 )
( 0.433061 )
( 0.344315 )
( 0.433061 )
( 0.344315 )
( 0.433062 )
( 0.344315 )
( 0.433062 )
( 0.344315 )
( 0.433062 )
( 0.344315 )
( 0.433062 )
( 0.344315 )
( 0.433062 )
( 0.344315 )
( 0.433063 )
( 0.344315 )
( 0.433063 )
( 0.344316 )
( 0.433063 )
( 0.344316 )
( 0.433063 )
( 0.344316 )
( 0.433063 )
( 0.344316 )
( 0.433063 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.433064 )
( 0.344316 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428838 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428838 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428838 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428839 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428839 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428839 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.428839 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.42884 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.42884 )
( 0.443284 )
( 0.312736 )
( 0.362109 )
( 0.430098 )
( 0.42884 )
( 0.443285 )
( 0.312736 )
( 0.362109 )
( 0.430097 )
( 0.42884 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428841 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428841 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428841 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428841 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428841 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428842 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
( 0.430097 )
( 0.428842 )
( 0.443285 )
( 0.312737 )
( 0.362108 )
