matrix(560, 1)
( 0.43925 )
( 0.43925 )
( 0.43925 )
( 0.43925 )
( 0.43925 )
( 0.439251 )
( 0.439251 )
( 0.439251 )
( 0.439251 )
( 0.439251 )
( 0.439252 )
( 0.439252 )
( 0.439252 )
( 0.439252 )
( 0.439252 )
( 0.439253 )
( 0.439253 )
( 0.439253 )
( 0.439253 )
( 0.439253 )
( 0.694347 )
( 0.482818 )
( 0.694347 )
( 0.482819 )
( 0.694348 )
( 0.482819 )
( 0.694348 )
( 0.482819 )
( 0.694349 )
( 0.482819 )
( 0.694349 )
( 0.48282 )
( 0.694349 )
( 0.48282 )
( 0.69435 )
( 0.48282 )
( 0.69435 )
( 0.48282 )
( 0.69435 )
( 0.482821 )
( 0.694351 )
( 0.482821 )
( 0.694351 )
( 0.482821 )
( 0.694351 )
( 0.482821 )
( 0.694352 )
( 0.482821 )
( 0.694352 )
( 0.482822 )
( 0.694352 )
( 0.482822 )
( 0.694352 )
( 0.482822 )
( 0.694353 )
( 0.482822 )
( 0.694353 )
( 0.482822 )
( 0.694353 )
( 0.482823 )
( 0.41756 )
( 0.568148 )
( 0.691024 )
( 0.689608 )
( 0.705822 )
( 0.417561 )
( 0.568148 )
( 0.691024 )
( 0.689609 )
( 0.705822 )
( 0.417561 )
( 0.568148 )
( 0.691024 )
( 0.689609 )
( 0.705823 )
( 0.417561 )
( 0.568148 )
( 0.691023 )
( 0.68961 )
( 0.705823 )
( 0.417561 )
( 0.568148 )
( 0.691023 )
( 0.689611 )
( 0.705823 )
( 0.417561 )
( 0.568148 )
( 0.691023 )
( 0.689611 )
( 0.705823 )
( 0.417561 )
( 0.568148 )
( 0.691023 )
( 0.689612 )
( 0.705823 )
( 0.417561 )
( 0.568148 )
( 0.691023 )
( 0.689612 )
( 0.705824 )
( 0.417561 )
( 0.568147 )
( 0.691022 )
( 0.689612 )
( 0.705824 )
( 0.417561 )
( 0.568147 )
( 0.691022 )
( 0.689613 )
( 0.705824 )
( 0.417561 )
( 0.568147 )
( 0.691022 )
( 0.689613 )
( 0.705824 )
( 0.417561 )
( 0.568147 )
( 0.691022 )
( 0.689614 )
( 0.705824 )
( 0.417561 )
( 0.568147 )
( 0.691022 )
( 0.689614 )
( 0.705825 )
( 0.417561 )
( 0.568147 )
( 0.691021 )
( 0.689615 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.691021 )
( 0.689615 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.691021 )
( 0.689616 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.691021 )
( 0.689616 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.69102 )
( 0.689616 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.69102 )
( 0.689617 )
( 0.705825 )
( 0.417561 )
( 0.568146 )
( 0.69102 )
( 0.689617 )
( 0.705826 )
( 0.605574 )
( 0.474235 )
( 0.7675 )
( 0.617977 )
( 0.745025 )
( 0.691018 )
( 0.784109 )
( 0.684501 )
( 0.419407 )
( 0.474247 )
( 0.605574 )
( 0.474235 )
( 0.767501 )
( 0.617976 )
( 0.745025 )
( 0.691018 )
( 0.784109 )
( 0.684502 )
( 0.419407 )
( 0.474247 )
( 0.605574 )
( 0.474236 )
( 0.767501 )
( 0.617976 )
( 0.745025 )
( 0.691018 )
( 0.78411 )
( 0.684502 )
( 0.419407 )
( 0.474247 )
( 0.605574 )
( 0.474236 )
( 0.767501 )
( 0.617976 )
( 0.745025 )
( 0.691018 )
( 0.78411 )
( 0.684503 )
( 0.419407 )
( 0.474246 )
( 0.605575 )
( 0.474236 )
( 0.767502 )
( 0.617976 )
( 0.745025 )
( 0.691018 )
( 0.78411 )
( 0.684503 )
( 0.419407 )
( 0.474246 )
( 0.605575 )
( 0.474236 )
( 0.767502 )
( 0.617976 )
( 0.745024 )
( 0.691018 )
( 0.78411 )
( 0.684503 )
( 0.419407 )
( 0.474246 )
( 0.605575 )
( 0.474237 )
( 0.767502 )
( 0.617975 )
( 0.745024 )
( 0.691018 )
( 0.78411 )
( 0.684504 )
( 0.419407 )
( 0.474246 )
( 0.605575 )
( 0.474237 )
( 0.767503 )
( 0.617975 )
( 0.745024 )
( 0.691018 )
( 0.78411 )
( 0.684504 )
( 0.419408 )
( 0.474246 )
( 0.605575 )
( 0.474237 )
( 0.767503 )
( 0.617975 )
( 0.745024 )
( 0.691018 )
( 0.78411 )
( 0.684505 )
( 0.419408 )
( 0.474245 )
( 0.605576 )
( 0.474237 )
( 0.767503 )
( 0.617975 )
( 0.745024 )
( 0.691017 )
( 0.78411 )
( 0.684505 )
( 0.419408 )
( 0.474245 )
( 0.605576 )
( 0.474237 )
( 0.767504 )
( 0.617974 )
( 0.745024 )
( 0.691017 )
( 0.78411 )
( 0.684505 )
( 0.419408 )
( 0.474245 )
( 0.605576 )
( 0.474238 )
( 0.767504 )
( 0.617974 )
( 0.745024 )
( 0.691017 )
( 0.78411 )
( 0.684506 )
( 0.419408 )
( 0.474245 )
( 0.605576 )
( 0.474238 )
( 0.767504 )
( 0.617974 )
( 0.745023 )
( 0.691017 )
( 0.78411 )
( 0.684506 )
( 0.419408 )
( 0.474244 )
( 0.605576 )
( 0.474238 )
( 0.767505 )
( 0.617974 )
( 0.745023 )
( 0.691017 )
( 0.78411 )
( 0.684506 )
( 0.419408 )
( 0.474244 )
( 0.605576 )
( 0.474238 )
( 0.767505 )
( 0.617973 )
( 0.745023 )
( 0.691017 )
( 0.78411 )
( 0.684507 )
( 0.419408 )
( 0.474244 )
( 0.605577 )
( 0.474239 )
( 0.767505 )
( 0.617973 )
( 0.745023 )
( 0.691016 )
( 0.78411 )
( 0.684507 )
( 0.419408 )
( 0.474244 )
( 0.605577 )
( 0.474239 )
( 0.767505 )
( 0.617973 )
( 0.745023 )
( 0.691016 )
( 0.78411 )
( 0.684507 )
( 0.419408 )
( 0.474244 )
( 0.605577 )
( 0.474239 )
( 0.767506 )
( 0.617973 )
( 0.745023 )
( 0.691016 )
( 0.784111 )
( 0.684508 )
( 0.419408 )
( 0.474243 )
( 0.605577 )
( 0.474239 )
( 0.767506 )
( 0.617972 )
( 0.745022 )
( 0.691016 )
( 0.784111 )
( 0.684508 )
( 0.419408 )
( 0.474243 )
( 0.605577 )
( 0.474239 )
( 0.767506 )
( 0.617972 )
( 0.745022 )
( 0.691016 )
( 0.784111 )
( 0.684508 )
( 0.419408 )
( 0.474243 )
( 0.76751 )
( 0.630432 )
( 0.47424 )
( 0.767507 )
( 0.421765 )
( 0.422813 )
( 0.74502 )
( 0.475483 )
( 0.630435 )
( 0.474242 )
( 0.76751 )
( 0.630432 )
( 0.47424 )
( 0.767507 )
( 0.421765 )
( 0.422813 )
( 0.74502 )
( 0.475483 )
( 0.630434 )
( 0.474242 )
( 0.767509 )
( 0.630432 )
( 0.47424 )
( 0.767508 )
( 0.421765 )
( 0.422813 )
( 0.74502 )
( 0.475484 )
( 0.630434 )
( 0.474242 )
( 0.767509 )
( 0.630432 )
( 0.47424 )
( 0.767508 )
( 0.421765 )
( 0.422813 )
( 0.74502 )
( 0.475484 )
( 0.630434 )
( 0.474242 )
( 0.767509 )
( 0.630432 )
( 0.47424 )
( 0.767508 )
( 0.421765 )
( 0.422813 )
( 0.74502 )
( 0.475484 )
( 0.630434 )
( 0.474242 )
( 0.767509 )
( 0.630433 )
( 0.474241 )
( 0.767508 )
( 0.421765 )
( 0.422813 )
( 0.745019 )
( 0.475484 )
( 0.630434 )
( 0.474242 )
( 0.767509 )
( 0.630433 )
( 0.474241 )
( 0.767508 )
( 0.421765 )
( 0.422813 )
( 0.745019 )
