time,Integral
0,0
1,4.69962e-08
2,9.0409e-08
3,1.33502e-07
4,1.76396e-07
5,2.19095e-07
6,2.61597e-07
7,3.03902e-07
8,3.46009e-07
9,3.87917e-07
10,4.29626e-07
11,4.71135e-07
12,5.12442e-07
13,5.53547e-07
14,5.9445e-07
15,6.35148e-07
16,6.75642e-07
17,7.15931e-07
18,7.56014e-07
19,7.9589e-07
20,8.35558e-07
21,8.75017e-07
22,9.14267e-07
23,9.53307e-07
24,9.92136e-07
25,1.03075e-06
26,1.06916e-06
27,1.10735e-06
28,1.14533e-06
29,1.18309e-06
30,1.22064e-06
31,1.25797e-06
32,1.29508e-06
33,1.33198e-06
34,1.36866e-06
35,1.40511e-06
36,1.44135e-06
37,1.47737e-06
38,1.51317e-06
39,1.54875e-06
40,1.58411e-06
41,1.61924e-06
42,1.65415e-06
43,1.68883e-06
44,1.72329e-06
45,1.75753e-06
46,1.79154e-06
47,1.82533e-06
48,1.85889e-06
49,1.89222e-06
50,1.92533e-06
51,1.95821e-06
52,1.99086e-06
53,2.02329e-06
54,2.05548e-06
55,2.08745e-06
56,2.11919e-06
57,2.1507e-06
58,2.18198e-06
59,2.21303e-06
60,2.24386e-06
61,2.27445e-06
62,2.30481e-06
63,2.33495e-06
64,2.36485e-06
65,2.39453e-06
66,2.42397e-06
67,2.45318e-06
68,2.48217e-06
69,2.51093e-06
70,2.53945e-06
71,2.56775e-06
72,2.59582e-06
73,2.62365e-06
74,2.65126e-06
75,2.67865e-06
76,2.7058e-06
77,2.73272e-06
78,2.75942e-06
79,2.78589e-06
80,2.81214e-06
81,2.83815e-06
82,2.86395e-06
83,2.88951e-06
84,2.91485e-06
85,2.93997e-06
86,2.96486e-06
87,2.98953e-06
88,3.01398e-06
89,3.0382e-06
90,3.0622e-06
91,3.08599e-06
92,3.10955e-06
93,3.13289e-06
94,3.15602e-06
95,3.17892e-06
96,3.20161e-06
97,3.22408e-06
98,3.24634e-06
99,3.26838e-06
100,3.29021e-06
101,3.31183e-06
102,3.30569e-06
103,3.30538e-06
104,3.30536e-06
105,3.30536e-06
106,3.30536e-06
107,3.30536e-06
108,3.30536e-06
109,3.30536e-06
110,3.30536e-06
111,3.30536e-06
112,3.30536e-06
113,3.30536e-06
114,3.30536e-06
115,3.30536e-06
116,3.30536e-06
117,3.30536e-06
118,3.30536e-06
119,3.30536e-06
120,3.30536e-06
121,3.30536e-06
122,3.30536e-06
123,3.30536e-06
124,3.30536e-06
125,3.30536e-06
126,3.30536e-06
127,3.30536e-06
128,3.30536e-06
129,3.30536e-06
130,3.30536e-06
131,3.30536e-06
132,3.30536e-06
133,3.30536e-06
134,3.30536e-06
135,3.30536e-06
136,3.30536e-06
137,3.30536e-06
138,3.30536e-06
139,3.30536e-06
140,3.30536e-06
141,3.30536e-06
142,3.30536e-06
143,3.30536e-06
144,3.30536e-06
145,3.30536e-06
146,3.30536e-06
147,3.30536e-06
148,3.30536e-06
149,3.30536e-06
150,3.30536e-06
151,3.30536e-06
152,3.30536e-06
153,3.30536e-06
154,3.30536e-06
155,3.30536e-06
156,3.30536e-06
157,3.30536e-06
158,3.30536e-06
159,3.30536e-06
160,3.30536e-06
161,3.30536e-06
162,3.30536e-06
163,3.30536e-06
164,3.30536e-06
165,3.30536e-06
166,3.30536e-06
167,3.30536e-06
168,3.30536e-06
169,3.30536e-06
170,3.30536e-06
171,3.30536e-06
172,3.30536e-06
173,3.30536e-06
174,3.30536e-06
175,3.30536e-06
176,3.30536e-06
177,3.30536e-06
178,3.30536e-06
179,3.30536e-06
180,3.30536e-06
181,3.30536e-06
182,3.30536e-06
183,3.30536e-06
184,3.30536e-06
185,3.30536e-06
186,3.30536e-06
187,3.30536e-06
188,3.30536e-06
189,3.30536e-06
190,3.30536e-06
191,3.30536e-06
192,3.30536e-06
193,3.30536e-06
194,3.30536e-06
195,3.30536e-06
196,3.30536e-06
197,3.30536e-06
198,3.30536e-06
199,3.30536e-06
200,3.30536e-06
