matrix(560, 1)
( 0.021672 )
( 0.0216725 )
( 0.0216729 )
( 0.0216734 )
( 0.0216739 )
( 0.0216743 )
( 0.0216748 )
( 0.0216753 )
( 0.0216757 )
( 0.0216761 )
( 0.0216766 )
( 0.021677 )
( 0.0216774 )
( 0.0216778 )
( 0.0216782 )
( 0.0216785 )
( 0.0216789 )
( 0.0216792 )
( 0.0216795 )
( 0.0216798 )
( 0.574301 )
( 0.116057 )
( 0.574302 )
( 0.116057 )
( 0.574302 )
( 0.116058 )
( 0.574303 )
( 0.116058 )
( 0.574304 )
( 0.116059 )
( 0.574305 )
( 0.11606 )
( 0.574305 )
( 0.11606 )
( 0.574306 )
( 0.116061 )
( 0.574307 )
( 0.116061 )
( 0.574308 )
( 0.116062 )
( 0.574308 )
( 0.116062 )
( 0.574309 )
( 0.116063 )
( 0.57431 )
( 0.116063 )
( 0.574311 )
( 0.116064 )
( 0.574311 )
( 0.116064 )
( 0.574312 )
( 0.116065 )
( 0.574312 )
( 0.116065 )
( 0.574313 )
( 0.116065 )
( 0.574313 )
( 0.116066 )
( 0.574314 )
( 0.116066 )
( 0 )
( 0.300911 )
( 0.567101 )
( 0.564035 )
( 0.59916 )
( 0 )
( 0.300911 )
( 0.567101 )
( 0.564036 )
( 0.59916 )
( 0 )
( 0.300911 )
( 0.567101 )
( 0.564037 )
( 0.59916 )
( 0 )
( 0.30091 )
( 0.5671 )
( 0.564039 )
( 0.599161 )
( 0 )
( 0.30091 )
( 0.5671 )
( 0.56404 )
( 0.599161 )
( 0 )
( 0.30091 )
( 0.5671 )
( 0.564041 )
( 0.599162 )
( 0 )
( 0.300909 )
( 0.567099 )
( 0.564042 )
( 0.599162 )
( 0 )
( 0.300909 )
( 0.567099 )
( 0.564043 )
( 0.599163 )
( 0 )
( 0.300909 )
( 0.567098 )
( 0.564044 )
( 0.599163 )
( 0 )
( 0.300909 )
( 0.567098 )
( 0.564045 )
( 0.599164 )
( 0 )
( 0.300908 )
( 0.567097 )
( 0.564046 )
( 0.599164 )
( 0 )
( 0.300908 )
( 0.567097 )
( 0.564047 )
( 0.599164 )
( 0 )
( 0.300907 )
( 0.567096 )
( 0.564048 )
( 0.599165 )
( 0 )
( 0.300907 )
( 0.567096 )
( 0.564049 )
( 0.599165 )
( 0 )
( 0.300907 )
( 0.567095 )
( 0.56405 )
( 0.599166 )
( 0 )
( 0.300906 )
( 0.567095 )
( 0.564051 )
( 0.599166 )
( 0 )
( 0.300906 )
( 0.567094 )
( 0.564051 )
( 0.599166 )
( 0 )
( 0.300906 )
( 0.567094 )
( 0.564052 )
( 0.599167 )
( 0 )
( 0.300905 )
( 0.567093 )
( 0.564053 )
( 0.599167 )
( 0 )
( 0.300905 )
( 0.567093 )
( 0.564053 )
( 0.599167 )
( 0.381987 )
( 0.0974627 )
( 0.732775 )
( 0.408856 )
( 0.684087 )
( 0.56709 )
( 0.768757 )
( 0.552972 )
( 0 )
( 0.097488 )
( 0.381988 )
( 0.0974632 )
( 0.732776 )
( 0.408856 )
( 0.684086 )
( 0.567089 )
( 0.768757 )
( 0.552972 )
( 0 )
( 0.0974877 )
( 0.381988 )
( 0.0974637 )
( 0.732777 )
( 0.408855 )
( 0.684086 )
( 0.567089 )
( 0.768757 )
( 0.552973 )
( 0 )
( 0.0974874 )
( 0.381989 )
( 0.0974642 )
( 0.732778 )
( 0.408855 )
( 0.684086 )
( 0.567089 )
( 0.768757 )
( 0.552974 )
( 0 )
( 0.097487 )
( 0.381989 )
( 0.0974648 )
( 0.732778 )
( 0.408855 )
( 0.684086 )
( 0.567089 )
( 0.768757 )
( 0.552975 )
( 0 )
( 0.0974867 )
( 0.38199 )
( 0.0974653 )
( 0.732779 )
( 0.408854 )
( 0.684085 )
( 0.567089 )
( 0.768757 )
( 0.552976 )
( 0 )
( 0.0974862 )
( 0.38199 )
( 0.0974658 )
( 0.73278 )
( 0.408854 )
( 0.684085 )
( 0.567088 )
( 0.768758 )
( 0.552977 )
( 0 )
( 0.0974858 )
( 0.38199 )
( 0.0974663 )
( 0.732781 )
( 0.408853 )
( 0.684085 )
( 0.567088 )
( 0.768758 )
( 0.552978 )
( 0 )
( 0.0974854 )
( 0.381991 )
( 0.0974668 )
( 0.732782 )
( 0.408853 )
( 0.684084 )
( 0.567088 )
( 0.768758 )
( 0.552978 )
( 0 )
( 0.0974849 )
( 0.381991 )
( 0.0974673 )
( 0.732782 )
( 0.408852 )
( 0.684084 )
( 0.567087 )
( 0.768758 )
( 0.552979 )
( 0 )
( 0.0974845 )
( 0.381992 )
( 0.0974678 )
( 0.732783 )
( 0.408851 )
( 0.684084 )
( 0.567087 )
( 0.768758 )
( 0.55298 )
( 0 )
( 0.097484 )
( 0.381992 )
( 0.0974683 )
( 0.732784 )
( 0.408851 )
( 0.684083 )
( 0.567087 )
( 0.768758 )
( 0.552981 )
( 0 )
( 0.0974835 )
( 0.381992 )
( 0.0974688 )
( 0.732784 )
( 0.40885 )
( 0.684083 )
( 0.567086 )
( 0.768758 )
( 0.552982 )
( 0 )
( 0.097483 )
( 0.381993 )
( 0.0974693 )
( 0.732785 )
( 0.40885 )
( 0.684083 )
( 0.567086 )
( 0.768759 )
( 0.552982 )
( 0 )
( 0.0974825 )
( 0.381993 )
( 0.0974697 )
( 0.732786 )
( 0.408849 )
( 0.684082 )
( 0.567086 )
( 0.768759 )
( 0.552983 )
( 0 )
( 0.097482 )
( 0.381994 )
( 0.0974701 )
( 0.732786 )
( 0.408848 )
( 0.684082 )
( 0.567086 )
( 0.768759 )
( 0.552984 )
( 0 )
( 0.0974815 )
( 0.381994 )
( 0.0974705 )
( 0.732787 )
( 0.408848 )
( 0.684082 )
( 0.567085 )
( 0.768759 )
( 0.552985 )
( 0 )
( 0.097481 )
( 0.381994 )
( 0.0974709 )
( 0.732787 )
( 0.408847 )
( 0.684081 )
( 0.567085 )
( 0.768759 )
( 0.552985 )
( 0 )
( 0.0974805 )
( 0.381994 )
( 0.0974712 )
( 0.732788 )
( 0.408847 )
( 0.684081 )
( 0.567084 )
( 0.768759 )
( 0.552986 )
( 0 )
( 0.09748 )
( 0.381995 )
( 0.0974715 )
( 0.732788 )
( 0.408846 )
( 0.68408 )
( 0.567084 )
( 0.768759 )
( 0.552986 )
( 0 )
( 0.0974795 )
( 0.732796 )
( 0.435838 )
( 0.0974731 )
( 0.732791 )
( 0 )
( 0 )
( 0.684077 )
( 0.100166 )
( 0.435844 )
( 0.0974778 )
( 0.732796 )
( 0.435839 )
( 0.0974734 )
( 0.732791 )
( 0 )
( 0 )
( 0.684076 )
( 0.100167 )
( 0.435844 )
( 0.0974776 )
( 0.732796 )
( 0.435839 )
( 0.0974737 )
( 0.732792 )
( 0 )
( 0 )
( 0.684076 )
( 0.100167 )
( 0.435844 )
( 0.0974775 )
( 0.732795 )
( 0.435839 )
( 0.097474 )
( 0.732792 )
( 0 )
( 0 )
( 0.684075 )
( 0.100168 )
( 0.435843 )
( 0.0974773 )
( 0.732795 )
( 0.43584 )
( 0.0974743 )
( 0.732792 )
( 0 )
( 0 )
( 0.684075 )
( 0.100169 )
( 0.435843 )
( 0.0974771 )
( 0.732795 )
( 0.43584 )
( 0.0974745 )
( 0.732792 )
( 0 )
( 0 )
( 0.684074 )
( 0.100169 )
( 0.435843 )
( 0.0974768 )
( 0.732795 )
( 0.43584 )
( 0.0974748 )
( 0.732793 )
( 0 )
( 0 )
( 0.684074 )
( 0.10017 )
( 0.435843 )
( 0.0974766 )
( 0.732794 )
( 0.435841 )
( 0.0974751 )
( 0.732793 )
( 0 )
( 0 )
( 0.684073 )
( 0.10017 )
( 0.435842 )
( 0.0974764 )
( 0.732794 )
( 0.435841 )
( 0.0974753 )
( 0.732793 )
( 0 )
( 0 )
( 0.684073 )
( 0.100171 )
( 0.435842 )
( 0.0974761 )
( 0.732794 )
( 0.435841 )
( 0.0974756 )
( 0.732794 )
( 0 )
( 0 )
( 0.684072 )
( 0.100171 )
( 0.435842 )
( 0.0974759 )
( 0 )
( 0 )
( 0.684072 )
( 0.100172 )
( 0 )
( 0 )
( 0.684071 )
( 0.100173 )
( 0 )
( 0 )
( 0.684071 )
( 0.100173 )
( 0 )
( 0 )
( 0.68407 )
( 0.100174 )
( 0 )
( 0 )
( 0.684069 )
( 0.100174 )
( 0 )
( 0 )
( 0.684069 )
( 0.100175 )
( 0 )
( 0 )
( 0.684068 )
( 0.100175 )
( 0 )
( 0 )
( 0.684067 )
( 0.100176 )
( 0 )
( 0 )
( 0.684067 )
( 0.100176 )
( 0 )
( 0 )
( 0.684066 )
( 0.100177 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
