matrix(560, 1)
( 0 )
( 0.600349 )
( 0 )
( 0.502949 )
( 0.268968 )
( 0.672303 )
( 0.240713 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.60035 )
( 0 )
( 0.502949 )
( 0.268968 )
( 0.672303 )
( 0.240714 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600351 )
( 0 )
( 0.502948 )
( 0.268967 )
( 0.672303 )
( 0.240715 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600351 )
( 0 )
( 0.502948 )
( 0.268967 )
( 0.672303 )
( 0.240716 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600352 )
( 0 )
( 0.502947 )
( 0.268967 )
( 0.672304 )
( 0.240716 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600352 )
( 0 )
( 0.502947 )
( 0.268966 )
( 0.672304 )
( 0.240717 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600353 )
( 0 )
( 0.502946 )
( 0.268966 )
( 0.672304 )
( 0.240717 )
( 0 )
( 0 )
( 0.600361 )
( 0.00642692 )
( 0 )
( 0.600356 )
( 0 )
( 0 )
( 0.502942 )
( 0 )
( 0.00643329 )
( 0 )
( 0.600361 )
( 0.00642731 )
( 0 )
( 0.600356 )
( 0 )
( 0 )
( 0.502942 )
( 0 )
( 0.00643303 )
( 0 )
( 0.600361 )
( 0.00642769 )
( 0 )
( 0.600357 )
( 0 )
( 0 )
( 0.502941 )
( 0 )
( 0.00643276 )
( 0 )
( 0.600361 )
( 0.00642807 )
( 0 )
( 0.600357 )
( 0 )
( 0 )
( 0.502941 )
( 0 )
( 0.00643248 )
( 0 )
( 0.60036 )
( 0.00642845 )
( 0 )
( 0.600357 )
( 0 )
( 0 )
( 0.50294 )
( 0 )
( 0.00643219 )
( 0 )
( 0.60036 )
( 0.00642883 )
( 0 )
( 0.600358 )
( 0 )
( 0 )
( 0.50294 )
( 0 )
( 0.00643189 )
( 0 )
( 0.60036 )
( 0.00642919 )
( 0 )
( 0.600358 )
( 0 )
( 0 )
( 0.502939 )
( 0 )
( 0.00643158 )
( 0 )
( 0.60036 )
( 0.00642956 )
( 0 )
( 0.600358 )
( 0 )
( 0 )
( 0.502939 )
( 0 )
( 0.00643126 )
( 0 )
( 0.600359 )
( 0.00642991 )
( 0 )
( 0.600359 )
( 0 )
( 0 )
( 0.502938 )
( 0 )
( 0.00643094 )
( 0 )
( 0.600359 )
( 0.00643026 )
( 0 )
( 0.600359 )
( 0 )
( 0 )
( 0.502937 )
( 0 )
( 0.0064306 )
( 0 )
( 0 )
( 0 )
( 0.502937 )
( 0 )
( 0 )
( 0 )
( 0.502936 )
( 0 )
( 0 )
( 0 )
( 0.502935 )
( 0 )
( 0 )
( 0 )
( 0.502935 )
( 0 )
( 0 )
( 0 )
( 0.502934 )
( 0 )
( 0 )
( 0 )
( 0.502933 )
( 0 )
( 0 )
( 0 )
( 0.502932 )
( 0 )
( 0 )
( 0 )
( 0.502932 )
( 0 )
( 0 )
( 0 )
( 0.502931 )
( 0 )
( 0 )
( 0 )
( 0.50293 )
( 0 )
( 0 )
( 0.746078 )
( 0 )
( 0.746078 )
( 0 )
( 0.746078 )
( 0 )
( 0.746077 )
( 0 )
( 0.746077 )
( 0 )
( 0.746077 )
( 0 )
( 0.746076 )
( 0 )
( 0.746076 )
( 0 )
( 0.746076 )
( 0 )
( 0.746075 )
( 0 )
( 0.746075 )
( 0 )
( 0.746074 )
( 0 )
( 0.746074 )
( 0 )
( 0.746073 )
( 0 )
( 0.746073 )
( 0 )
( 0.746073 )
( 0 )
( 0.746072 )
( 0 )
( 0.746072 )
( 0 )
( 0.746071 )
( 0 )
( 0.746071 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
