matrix(560, 1)
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.283394 )
( 0 )
( 0.283394 )
( 0 )
( 0.283395 )
( 0 )
( 0.283396 )
( 0 )
( 0.283397 )
( 0 )
( 0.283398 )
( 0 )
( 0.283399 )
( 0 )
( 0.2834 )
( 0 )
( 0.283401 )
( 0 )
( 0.283401 )
( 0 )
( 0.283402 )
( 0 )
( 0.283403 )
( 0 )
( 0.283404 )
( 0 )
( 0.283405 )
( 0 )
( 0.283405 )
( 0 )
( 0.283406 )
( 0 )
( 0.283407 )
( 0 )
( 0.283407 )
( 0 )
( 0.283408 )
( 0 )
( 0.283408 )
( 0 )
( 0 )
( 0 )
( 0.268985 )
( 0.262856 )
( 0.333107 )
( 0 )
( 0 )
( 0.268985 )
( 0.262857 )
( 0.333107 )
( 0 )
( 0 )
( 0.268985 )
( 0.262859 )
( 0.333108 )
( 0 )
( 0 )
( 0.268984 )
( 0.26286 )
( 0.333108 )
( 0 )
( 0 )
( 0.268984 )
( 0.262861 )
( 0.333109 )
( 0 )
( 0 )
( 0.268983 )
( 0.262862 )
( 0.333109 )
( 0 )
( 0 )
( 0.268983 )
( 0.262863 )
( 0.33311 )
( 0 )
( 0 )
( 0.268982 )
( 0.262864 )
( 0.33311 )
( 0 )
( 0 )
( 0.268982 )
( 0.262865 )
( 0.333111 )
( 0 )
( 0 )
( 0.268981 )
( 0.262867 )
( 0.333111 )
( 0 )
( 0 )
( 0.268981 )
( 0.262868 )
( 0.333112 )
( 0 )
( 0 )
( 0.26898 )
( 0.262869 )
( 0.333112 )
( 0 )
( 0 )
( 0.26898 )
( 0.26287 )
( 0.333113 )
( 0 )
( 0 )
( 0.268979 )
( 0.262871 )
( 0.333113 )
( 0 )
( 0 )
( 0.268979 )
( 0.262872 )
( 0.333113 )
( 0 )
( 0 )
( 0.268978 )
( 0.262873 )
( 0.333114 )
( 0 )
( 0 )
( 0.268977 )
( 0.262873 )
( 0.333114 )
( 0 )
( 0 )
( 0.268977 )
( 0.262874 )
( 0.333114 )
( 0 )
( 0 )
( 0.268976 )
( 0.262875 )
( 0.333115 )
( 0 )
( 0 )
( 0.268976 )
( 0.262876 )
( 0.333115 )
( 0 )
( 0 )
( 0.600339 )
( 0 )
( 0.502953 )
( 0.268972 )
( 0.672301 )
( 0.240702 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.60034 )
( 0 )
( 0.502953 )
( 0.268972 )
( 0.672301 )
( 0.240703 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600341 )
( 0 )
( 0.502953 )
( 0.268972 )
( 0.672301 )
( 0.240704 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600341 )
( 0 )
( 0.502953 )
( 0.268971 )
( 0.672301 )
( 0.240705 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600342 )
( 0 )
( 0.502952 )
( 0.268971 )
( 0.672301 )
( 0.240706 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600343 )
( 0 )
( 0.502952 )
( 0.268971 )
( 0.672302 )
( 0.240707 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600344 )
( 0 )
( 0.502952 )
( 0.268971 )
( 0.672302 )
( 0.240707 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600345 )
( 0 )
( 0.502951 )
( 0.26897 )
( 0.672302 )
( 0.240708 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600346 )
( 0 )
( 0.502951 )
( 0.26897 )
( 0.672302 )
( 0.240709 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600346 )
( 0 )
( 0.50295 )
( 0.26897 )
( 0.672302 )
( 0.24071 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600347 )
( 0 )
( 0.50295 )
( 0.268969 )
( 0.672302 )
( 0.240711 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600348 )
( 0 )
( 0.50295 )
( 0.268969 )
( 0.672303 )
( 0.240712 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0.600349 )
( 0 )
( 0.502949 )
( 0.268969 )
( 0.672303 )
( 0.240713 )
( 0 )
( 0 )
( 0 )
