time,Integral
0,0
1,1.09711e-07
2,2.18721e-07
3,3.27217e-07
4,4.35194e-07
5,5.42642e-07
6,6.49551e-07
7,7.55904e-07
8,8.61686e-07
9,9.66878e-07
10,1.07146e-06
11,1.17541e-06
12,1.2787e-06
13,1.38131e-06
14,1.48321e-06
15,1.58437e-06
16,1.68475e-06
17,1.78434e-06
18,1.88309e-06
19,1.98097e-06
20,2.07794e-06
21,2.17398e-06
22,2.26905e-06
23,2.36311e-06
24,2.45614e-06
25,2.54809e-06
26,2.63895e-06
27,2.72868e-06
28,2.81726e-06
29,2.90466e-06
30,2.99088e-06
31,3.07588e-06
32,3.15966e-06
33,3.24221e-06
34,3.32353e-06
35,3.40361e-06
36,3.48246e-06
37,3.56008e-06
38,3.63649e-06
39,3.71171e-06
40,3.78574e-06
41,3.85861e-06
42,3.93034e-06
43,4.00095e-06
44,4.07049e-06
45,4.13896e-06
46,4.20641e-06
47,4.27286e-06
48,4.33834e-06
49,4.40289e-06
50,4.46654e-06
51,4.52931e-06
52,4.59124e-06
53,4.65236e-06
54,4.71269e-06
55,4.77227e-06
56,4.83112e-06
57,4.88927e-06
58,4.94673e-06
59,5.00355e-06
60,5.05972e-06
61,5.11529e-06
62,5.17026e-06
63,5.22466e-06
64,5.2785e-06
65,5.3318e-06
66,5.38457e-06
67,5.43683e-06
68,5.4886e-06
69,5.53987e-06
70,5.59067e-06
71,5.641e-06
72,5.69087e-06
73,5.74029e-06
74,5.78927e-06
75,5.8378e-06
76,5.88591e-06
77,5.93358e-06
78,5.98083e-06
79,6.02766e-06
80,6.07406e-06
81,6.12005e-06
82,6.16561e-06
83,6.21075e-06
84,6.25547e-06
85,6.29976e-06
86,6.34363e-06
87,6.38706e-06
88,6.43007e-06
89,6.47263e-06
90,6.51476e-06
91,6.55643e-06
92,6.59765e-06
93,6.63841e-06
94,6.67871e-06
95,6.71853e-06
96,6.75787e-06
97,6.79672e-06
98,6.83508e-06
99,6.87293e-06
100,6.91027e-06
101,6.94709e-06
102,6.94292e-06
103,6.94275e-06
104,6.94274e-06
105,6.94274e-06
106,6.94274e-06
107,6.94274e-06
108,6.94274e-06
109,6.94274e-06
110,6.94274e-06
111,6.94274e-06
112,6.94274e-06
113,6.94274e-06
114,6.94274e-06
115,6.94274e-06
116,6.94274e-06
117,6.94274e-06
118,6.94274e-06
119,6.94274e-06
120,6.94274e-06
121,6.94274e-06
122,6.94274e-06
123,6.94274e-06
124,6.94274e-06
125,6.94274e-06
126,6.94274e-06
127,6.94274e-06
128,6.94274e-06
129,6.94274e-06
130,6.94274e-06
131,6.94274e-06
132,6.94274e-06
133,6.94274e-06
134,6.94274e-06
135,6.94274e-06
136,6.94274e-06
137,6.94274e-06
138,6.94274e-06
139,6.94274e-06
140,6.94274e-06
141,6.94274e-06
142,6.94274e-06
143,6.94274e-06
144,6.94274e-06
145,6.94274e-06
146,6.94274e-06
147,6.94274e-06
148,6.94274e-06
149,6.94274e-06
150,6.94274e-06
151,6.94274e-06
152,6.94274e-06
153,6.94274e-06
154,6.94274e-06
155,6.94274e-06
156,6.94274e-06
157,6.94274e-06
158,6.94274e-06
159,6.94274e-06
160,6.94274e-06
161,6.94274e-06
162,6.94274e-06
163,6.94274e-06
164,6.94274e-06
165,6.94274e-06
166,6.94274e-06
167,6.94274e-06
168,6.94274e-06
169,6.94274e-06
170,6.94274e-06
171,6.94274e-06
172,6.94274e-06
173,6.94274e-06
174,6.94274e-06
175,6.94274e-06
176,6.94274e-06
177,6.94274e-06
178,6.94274e-06
179,6.94274e-06
180,6.94274e-06
181,6.94274e-06
182,6.94274e-06
183,6.94274e-06
184,6.94274e-06
185,6.94274e-06
186,6.94274e-06
187,6.94274e-06
188,6.94274e-06
189,6.94274e-06
190,6.94274e-06
191,6.94274e-06
192,6.94274e-06
193,6.94274e-06
194,6.94274e-06
195,6.94274e-06
196,6.94274e-06
197,6.94274e-06
198,6.94274e-06
199,6.94274e-06
200,6.94274e-06
