matrix(560, 1)
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.324723 )
( 0.573839 )
( 0.325935 )
( 0.57384 )
( 0.325935 )
( 0.573841 )
( 0.325935 )
( 0.573842 )
( 0.325935 )
( 0.573842 )
( 0.325935 )
( 0.573843 )
( 0.325935 )
( 0.573844 )
( 0.325935 )
( 0.573845 )
( 0.325935 )
( 0.573845 )
( 0.325935 )
( 0.573846 )
( 0.325935 )
( 0.573847 )
( 0.325935 )
( 0.573848 )
( 0.325935 )
( 0.573848 )
( 0.325935 )
( 0.573849 )
( 0.325935 )
( 0.573849 )
( 0.325935 )
( 0.57385 )
( 0.325935 )
( 0.573851 )
( 0.325935 )
( 0.573851 )
( 0.325935 )
( 0.573852 )
( 0.325935 )
( 0.573852 )
( 0.325935 )
( 0.321722 )
( 0.328309 )
( 0.561442 )
( 0.556168 )
( 0.616614 )
( 0.321722 )
( 0.328309 )
( 0.561442 )
( 0.556169 )
( 0.616615 )
( 0.321722 )
( 0.328309 )
( 0.561442 )
( 0.556171 )
( 0.616615 )
( 0.321722 )
( 0.328309 )
( 0.561441 )
( 0.556172 )
( 0.616615 )
( 0.321722 )
( 0.328309 )
( 0.561441 )
( 0.556173 )
( 0.616616 )
( 0.321722 )
( 0.328309 )
( 0.56144 )
( 0.556174 )
( 0.616616 )
( 0.321722 )
( 0.328309 )
( 0.56144 )
( 0.556175 )
( 0.616617 )
( 0.321722 )
( 0.328309 )
( 0.56144 )
( 0.556176 )
( 0.616617 )
( 0.321722 )
( 0.328309 )
( 0.561439 )
( 0.556176 )
( 0.616617 )
( 0.321722 )
( 0.328309 )
( 0.561439 )
( 0.556177 )
( 0.616618 )
( 0.321722 )
( 0.328309 )
( 0.561438 )
( 0.556178 )
( 0.616618 )
( 0.321722 )
( 0.328309 )
( 0.561438 )
( 0.556179 )
( 0.616619 )
( 0.321722 )
( 0.328309 )
( 0.561437 )
( 0.55618 )
( 0.616619 )
( 0.321722 )
( 0.328309 )
( 0.561437 )
( 0.556181 )
( 0.616619 )
( 0.321722 )
( 0.328309 )
( 0.561436 )
( 0.556182 )
( 0.61662 )
( 0.321722 )
( 0.328309 )
( 0.561436 )
( 0.556183 )
( 0.61662 )
( 0.321722 )
( 0.328309 )
( 0.561435 )
( 0.556183 )
( 0.61662 )
( 0.321722 )
( 0.328309 )
( 0.561435 )
( 0.556184 )
( 0.61662 )
( 0.321722 )
( 0.328309 )
( 0.561434 )
( 0.556185 )
( 0.616621 )
( 0.321722 )
( 0.328309 )
( 0.561434 )
( 0.556185 )
( 0.616621 )
( 0.32935 )
( 0.325696 )
( 0.846547 )
( 0.329695 )
( 0.762754 )
( 0.561431 )
( 0.908466 )
( 0.537106 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846548 )
( 0.329695 )
( 0.762754 )
( 0.561431 )
( 0.908466 )
( 0.537107 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846549 )
( 0.329695 )
( 0.762754 )
( 0.56143 )
( 0.908466 )
( 0.537108 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.84655 )
( 0.329695 )
( 0.762754 )
( 0.56143 )
( 0.908466 )
( 0.537109 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.84655 )
( 0.329695 )
( 0.762753 )
( 0.56143 )
( 0.908466 )
( 0.53711 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846551 )
( 0.329695 )
( 0.762753 )
( 0.56143 )
( 0.908466 )
( 0.53711 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846552 )
( 0.329695 )
( 0.762753 )
( 0.561429 )
( 0.908466 )
( 0.537111 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846553 )
( 0.329695 )
( 0.762753 )
( 0.561429 )
( 0.908467 )
( 0.537112 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846553 )
( 0.329695 )
( 0.762752 )
( 0.561429 )
( 0.908467 )
( 0.537113 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846554 )
( 0.329695 )
( 0.762752 )
( 0.561429 )
( 0.908467 )
( 0.537113 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846555 )
( 0.329695 )
( 0.762752 )
( 0.561428 )
( 0.908467 )
( 0.537114 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846555 )
( 0.329695 )
( 0.762751 )
( 0.561428 )
( 0.908467 )
( 0.537115 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846556 )
( 0.329695 )
( 0.762751 )
( 0.561428 )
( 0.908467 )
( 0.537115 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846557 )
( 0.329695 )
( 0.762751 )
( 0.561427 )
( 0.908467 )
( 0.537116 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846557 )
( 0.329695 )
( 0.76275 )
( 0.561427 )
( 0.908467 )
( 0.537117 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846558 )
( 0.329695 )
( 0.76275 )
( 0.561427 )
( 0.908468 )
( 0.537117 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846558 )
( 0.329695 )
( 0.76275 )
( 0.561426 )
( 0.908468 )
( 0.537118 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846559 )
( 0.329695 )
( 0.762749 )
( 0.561426 )
( 0.908468 )
( 0.537119 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.846559 )
( 0.329695 )
( 0.762749 )
( 0.561426 )
( 0.908468 )
( 0.537119 )
( 0.322152 )
( 0.325696 )
( 0.32935 )
( 0.325696 )
( 0.84656 )
( 0.329695 )
( 0.762748 )
( 0.561425 )
( 0.908468 )
( 0.537119 )
( 0.322152 )
( 0.325696 )
( 0.846567 )
( 0.33553 )
( 0.325696 )
( 0.846562 )
( 0.322702 )
( 0.322946 )
( 0.762745 )
( 0.32573 )
( 0.335535 )
( 0.325696 )
( 0.846567 )
( 0.33553 )
( 0.325696 )
( 0.846563 )
( 0.322702 )
( 0.322946 )
( 0.762744 )
( 0.32573 )
( 0.335535 )
( 0.325696 )
( 0.846566 )
( 0.335531 )
( 0.325696 )
( 0.846563 )
( 0.322702 )
( 0.322946 )
( 0.762744 )
( 0.32573 )
( 0.335535 )
( 0.325696 )
( 0.846566 )
( 0.335531 )
( 0.325696 )
( 0.846563 )
( 0.322702 )
( 0.322946 )
( 0.762744 )
( 0.32573 )
( 0.335535 )
( 0.325696 )
( 0.846566 )
( 0.335531 )
( 0.325696 )
( 0.846563 )
( 0.322702 )
( 0.322946 )
( 0.762743 )
( 0.32573 )
( 0.335534 )
( 0.325696 )
( 0.846566 )
( 0.335532 )
( 0.325696 )
( 0.846564 )
( 0.322702 )
( 0.322946 )
( 0.762743 )
( 0.32573 )
( 0.335534 )
( 0.325696 )
( 0.846566 )
( 0.335532 )
( 0.325696 )
( 0.846564 )
( 0.322702 )
( 0.322946 )
( 0.762742 )
( 0.32573 )
( 0.335534 )
( 0.325696 )
( 0.846565 )
( 0.335532 )
( 0.325696 )
( 0.846564 )
( 0.322702 )
( 0.322946 )
( 0.762742 )
( 0.32573 )
( 0.335534 )
( 0.325696 )
( 0.846565 )
( 0.335532 )
( 0.325696 )
( 0.846564 )
( 0.322702 )
( 0.322946 )
( 0.762741 )
( 0.32573 )
( 0.335533 )
( 0.325696 )
( 0.846565 )
( 0.335533 )
( 0.325696 )
( 0.846565 )
( 0.322702 )
( 0.322946 )
( 0.762741 )
( 0.32573 )
( 0.335533 )
( 0.325696 )
( 0.322702 )
( 0.322946 )
( 0.76274 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762739 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762739 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762738 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762738 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762737 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762736 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762736 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762735 )
( 0.32573 )
( 0.322702 )
( 0.322946 )
( 0.762734 )
( 0.32573 )
( 0.318599 )
( 0.971946 )
( 0.318599 )
( 0.971945 )
( 0.318599 )
( 0.971945 )
( 0.318599 )
( 0.971945 )
( 0.318599 )
( 0.971945 )
( 0.318599 )
( 0.971944 )
( 0.318599 )
( 0.971944 )
( 0.318599 )
( 0.971944 )
( 0.318599 )
( 0.971943 )
( 0.318599 )
( 0.971943 )
( 0.318599 )
( 0.971943 )
( 0.318599 )
( 0.971942 )
( 0.318599 )
( 0.971942 )
( 0.318599 )
( 0.971941 )
( 0.318599 )
( 0.971941 )
( 0.318599 )
( 0.971941 )
( 0.318599 )
( 0.97194 )
( 0.318599 )
( 0.97194 )
( 0.318599 )
( 0.971939 )
( 0.318599 )
( 0.971939 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
( 0.318599 )
