time,Integral
0,0
1,1.15902e-07
2,2.30945e-07
3,3.45283e-07
4,4.58992e-07
5,5.72135e-07
6,6.84763e-07
7,7.9692e-07
8,9.08641e-07
9,1.01995e-06
10,1.13086e-06
11,1.2414e-06
12,1.35155e-06
13,1.46131e-06
14,1.57068e-06
15,1.67963e-06
16,1.78813e-06
17,1.89615e-06
18,2.00363e-06
19,2.11053e-06
20,2.21676e-06
21,2.32224e-06
22,2.42689e-06
23,2.53058e-06
24,2.6332e-06
25,2.73461e-06
26,2.83466e-06
27,2.9332e-06
28,3.03007e-06
29,3.12511e-06
30,3.21817e-06
31,3.30913e-06
32,3.39789e-06
33,3.48438e-06
34,3.56857e-06
35,3.65046e-06
36,3.73011e-06
37,3.8076e-06
38,3.88303e-06
39,3.95653e-06
40,4.02824e-06
41,4.09829e-06
42,4.16681e-06
43,4.23393e-06
44,4.29976e-06
45,4.3644e-06
46,4.42794e-06
47,4.49044e-06
48,4.55199e-06
49,4.61263e-06
50,4.67242e-06
51,4.73141e-06
52,4.78964e-06
53,4.84715e-06
54,4.90398e-06
55,4.96015e-06
56,5.01572e-06
57,5.0707e-06
58,5.12514e-06
59,5.17906e-06
60,5.2325e-06
61,5.28547e-06
62,5.33802e-06
63,5.39017e-06
64,5.44194e-06
65,5.49335e-06
66,5.54444e-06
67,5.59521e-06
68,5.64569e-06
69,5.69589e-06
70,5.74583e-06
71,5.79552e-06
72,5.84498e-06
73,5.89421e-06
74,5.94322e-06
75,5.99202e-06
76,6.04062e-06
77,6.08901e-06
78,6.13721e-06
79,6.18521e-06
80,6.23301e-06
81,6.28061e-06
82,6.32801e-06
83,6.37521e-06
84,6.42219e-06
85,6.46896e-06
86,6.51551e-06
87,6.56181e-06
88,6.60788e-06
89,6.65368e-06
90,6.69922e-06
91,6.74447e-06
92,6.78941e-06
93,6.83403e-06
94,6.87831e-06
95,6.92223e-06
96,6.96576e-06
97,7.00887e-06
98,7.05154e-06
99,7.09375e-06
100,7.13545e-06
101,7.17662e-06
102,7.17305e-06
103,7.17292e-06
104,7.17292e-06
105,7.17292e-06
106,7.17292e-06
107,7.17292e-06
108,7.17292e-06
109,7.17292e-06
110,7.17292e-06
111,7.17292e-06
112,7.17292e-06
113,7.17292e-06
114,7.17292e-06
115,7.17292e-06
116,7.17292e-06
117,7.17292e-06
118,7.17292e-06
119,7.17292e-06
120,7.17292e-06
121,7.17292e-06
122,7.17292e-06
123,7.17292e-06
124,7.17292e-06
125,7.17292e-06
126,7.17292e-06
127,7.17292e-06
128,7.17292e-06
129,7.17292e-06
130,7.17292e-06
131,7.17292e-06
132,7.17292e-06
133,7.17292e-06
134,7.17292e-06
135,7.17292e-06
136,7.17292e-06
137,7.17292e-06
138,7.17292e-06
139,7.17292e-06
140,7.17292e-06
141,7.17292e-06
142,7.17292e-06
143,7.17292e-06
144,7.17292e-06
145,7.17292e-06
146,7.17292e-06
147,7.17292e-06
148,7.17292e-06
149,7.17292e-06
150,7.17292e-06
151,7.17292e-06
152,7.17292e-06
153,7.17292e-06
154,7.17292e-06
155,7.17292e-06
156,7.17292e-06
157,7.17292e-06
158,7.17292e-06
159,7.17292e-06
160,7.17292e-06
161,7.17292e-06
162,7.17292e-06
163,7.17292e-06
164,7.17292e-06
165,7.17292e-06
166,7.17292e-06
167,7.17292e-06
168,7.17292e-06
169,7.17292e-06
170,7.17292e-06
171,7.17292e-06
172,7.17292e-06
173,7.17292e-06
174,7.17292e-06
175,7.17292e-06
176,7.17292e-06
177,7.17292e-06
178,7.17292e-06
179,7.17292e-06
180,7.17292e-06
181,7.17292e-06
182,7.17292e-06
183,7.17292e-06
184,7.17292e-06
185,7.17292e-06
186,7.17292e-06
187,7.17292e-06
188,7.17292e-06
189,7.17292e-06
190,7.17292e-06
191,7.17292e-06
192,7.17292e-06
193,7.17292e-06
194,7.17292e-06
195,7.17292e-06
196,7.17292e-06
197,7.17292e-06
198,7.17292e-06
199,7.17292e-06
200,7.17292e-06
