matrix(560, 1)
( 0.672884 )
( 0.40794 )
( 0.750073 )
( 0.601922 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.40794 )
( 0.750073 )
( 0.601922 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601922 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601922 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601922 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974468 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672884 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672885 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672886 )
( 0.673821 )
( 0.672885 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672885 )
( 0.673821 )
( 0.672885 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672885 )
( 0.673821 )
( 0.672885 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672885 )
( 0.673821 )
( 0.672885 )
( 0.407941 )
( 0.750073 )
( 0.601921 )
( 0.429971 )
( 0.974467 )
( 0.479047 )
( 0.32634 )
( 0.672885 )
( 0.407945 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672886 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672886 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672886 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.327592 )
( 0.672885 )
( 0.407944 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.327592 )
( 0.672885 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601919 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448682 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448683 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.448683 )
( 0.328465 )
( 0.601918 )
( 0.328338 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.328 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
( 0.32333 )
