matrix(560, 1)
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 1 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255754 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102672 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102671 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102671 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102671 )
( 0.255755 )
( 0 )
( 0 )
( 0.630652 )
( 0.102671 )
( 0.255755 )
( 0 )
( 0.353115 )
( 0.352153 )
( 0.0800474 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800474 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800475 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800475 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800476 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800477 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800477 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800478 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800478 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800479 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.0800479 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
( 0 )
( 0.352155 )
( 0.353115 )
( 0.352153 )
( 0.080048 )
( 0.431429 )
( 0.279272 )
( 0.102674 )
( 0.661889 )
( 0.153076 )
