time,Integral
0,0
1,6.39322e-08
2,1.25068e-07
3,1.85849e-07
4,2.46368e-07
5,3.06628e-07
6,3.66629e-07
7,4.26371e-07
8,4.85852e-07
9,5.45073e-07
10,6.04033e-07
11,6.62732e-07
12,7.2117e-07
13,7.79346e-07
14,8.3726e-07
15,8.94911e-07
16,9.52299e-07
17,1.00942e-06
18,1.06629e-06
19,1.12288e-06
20,1.17922e-06
21,1.23529e-06
22,1.29109e-06
23,1.34663e-06
24,1.4019e-06
25,1.45691e-06
26,1.51165e-06
27,1.56612e-06
28,1.62033e-06
29,1.67427e-06
30,1.72794e-06
31,1.78134e-06
32,1.83447e-06
33,1.88734e-06
34,1.93994e-06
35,1.99227e-06
36,2.04433e-06
37,2.09611e-06
38,2.14763e-06
39,2.19888e-06
40,2.24986e-06
41,2.30057e-06
42,2.351e-06
43,2.40117e-06
44,2.45106e-06
45,2.50068e-06
46,2.55003e-06
47,2.59911e-06
48,2.64791e-06
49,2.69645e-06
50,2.74471e-06
51,2.79269e-06
52,2.84041e-06
53,2.88785e-06
54,2.93502e-06
55,2.98191e-06
56,3.02853e-06
57,3.07488e-06
58,3.12095e-06
59,3.16675e-06
60,3.21228e-06
61,3.25753e-06
62,3.30251e-06
63,3.34721e-06
64,3.39164e-06
65,3.4358e-06
66,3.47968e-06
67,3.52329e-06
68,3.56662e-06
69,3.60969e-06
70,3.65248e-06
71,3.69499e-06
72,3.73723e-06
73,3.7792e-06
74,3.8209e-06
75,3.86232e-06
76,3.90347e-06
77,3.94435e-06
78,3.98495e-06
79,4.02529e-06
80,4.06535e-06
81,4.10514e-06
82,4.14466e-06
83,4.18391e-06
84,4.22288e-06
85,4.26159e-06
86,4.30003e-06
87,4.3382e-06
88,4.3761e-06
89,4.41373e-06
90,4.45109e-06
91,4.48819e-06
92,4.52502e-06
93,4.56158e-06
94,4.59787e-06
95,4.6339e-06
96,4.66967e-06
97,4.70517e-06
98,4.7404e-06
99,4.77538e-06
100,4.81009e-06
101,4.84453e-06
102,4.83941e-06
103,4.83915e-06
104,4.83914e-06
105,4.83914e-06
106,4.83914e-06
107,4.83914e-06
108,4.83914e-06
109,4.83914e-06
110,4.83914e-06
111,4.83914e-06
112,4.83914e-06
113,4.83914e-06
114,4.83914e-06
115,4.83914e-06
116,4.83914e-06
117,4.83914e-06
118,4.83914e-06
119,4.83914e-06
120,4.83914e-06
121,4.83914e-06
122,4.83914e-06
123,4.83914e-06
124,4.83914e-06
125,4.83914e-06
126,4.83914e-06
127,4.83914e-06
128,4.83914e-06
129,4.83914e-06
130,4.83914e-06
131,4.83914e-06
132,4.83914e-06
133,4.83914e-06
134,4.83914e-06
135,4.83914e-06
136,4.83914e-06
137,4.83914e-06
138,4.83914e-06
139,4.83914e-06
140,4.83914e-06
141,4.83914e-06
142,4.83914e-06
143,4.83914e-06
144,4.83914e-06
145,4.83914e-06
146,4.83914e-06
147,4.83914e-06
148,4.83914e-06
149,4.83914e-06
150,4.83914e-06
151,4.83914e-06
152,4.83914e-06
153,4.83914e-06
154,4.83914e-06
155,4.83914e-06
156,4.83914e-06
157,4.83914e-06
158,4.83914e-06
159,4.83914e-06
160,4.83914e-06
161,4.83914e-06
162,4.83914e-06
163,4.83914e-06
164,4.83914e-06
165,4.83914e-06
166,4.83914e-06
167,4.83914e-06
168,4.83914e-06
169,4.83914e-06
170,4.83914e-06
171,4.83914e-06
172,4.83914e-06
173,4.83914e-06
174,4.83914e-06
175,4.83914e-06
176,4.83914e-06
177,4.83914e-06
178,4.83914e-06
179,4.83914e-06
180,4.83914e-06
181,4.83914e-06
182,4.83914e-06
183,4.83914e-06
184,4.83914e-06
185,4.83914e-06
186,4.83914e-06
187,4.83914e-06
188,4.83914e-06
189,4.83914e-06
190,4.83914e-06
191,4.83914e-06
192,4.83914e-06
193,4.83914e-06
194,4.83914e-06
195,4.83914e-06
196,4.83914e-06
197,4.83914e-06
198,4.83914e-06
199,4.83914e-06
200,4.83914e-06
