time,Integral
0,0
1,1.07332e-07
2,2.13869e-07
3,3.19869e-07
4,4.25324e-07
5,5.30223e-07
6,6.3455e-07
7,7.38289e-07
8,8.41424e-07
9,9.43936e-07
10,1.04581e-06
11,1.14701e-06
12,1.24754e-06
13,1.34736e-06
14,1.44645e-06
15,1.54479e-06
16,1.64236e-06
17,1.73913e-06
18,1.83508e-06
19,1.93018e-06
20,2.02441e-06
21,2.11775e-06
22,2.21017e-06
23,2.30166e-06
24,2.39218e-06
25,2.48173e-06
26,2.57028e-06
27,2.65782e-06
28,2.74433e-06
29,2.8298e-06
30,2.91422e-06
31,2.99758e-06
32,3.07987e-06
33,3.16109e-06
34,3.24124e-06
35,3.32031e-06
36,3.39832e-06
37,3.47527e-06
38,3.55117e-06
39,3.62601e-06
40,3.69983e-06
41,3.77263e-06
42,3.84443e-06
43,3.91524e-06
44,3.98508e-06
45,4.05397e-06
46,4.12194e-06
47,4.189e-06
48,4.25518e-06
49,4.32049e-06
50,4.38497e-06
51,4.44862e-06
52,4.51148e-06
53,4.57357e-06
54,4.6349e-06
55,4.6955e-06
56,4.7554e-06
57,4.8146e-06
58,4.87313e-06
59,4.931e-06
60,4.98824e-06
61,5.04487e-06
62,5.10089e-06
63,5.15632e-06
64,5.21118e-06
65,5.26548e-06
66,5.31924e-06
67,5.37246e-06
68,5.42516e-06
69,5.47734e-06
70,5.52902e-06
71,5.5802e-06
72,5.6309e-06
73,5.68111e-06
74,5.73085e-06
75,5.78012e-06
76,5.82893e-06
77,5.87727e-06
78,5.92515e-06
79,5.97259e-06
80,6.01956e-06
81,6.06609e-06
82,6.11217e-06
83,6.1578e-06
84,6.20297e-06
85,6.2477e-06
86,6.29197e-06
87,6.33579e-06
88,6.37916e-06
89,6.42207e-06
90,6.46451e-06
91,6.50649e-06
92,6.54801e-06
93,6.58905e-06
94,6.62962e-06
95,6.6697e-06
96,6.7093e-06
97,6.74841e-06
98,6.78703e-06
99,6.82515e-06
100,6.86276e-06
101,6.89986e-06
102,6.89569e-06
103,6.89552e-06
104,6.89551e-06
105,6.89551e-06
106,6.89551e-06
107,6.89551e-06
108,6.89551e-06
109,6.89551e-06
110,6.89551e-06
111,6.89551e-06
112,6.89551e-06
113,6.89551e-06
114,6.89551e-06
115,6.89551e-06
116,6.89551e-06
117,6.89551e-06
118,6.89551e-06
119,6.89551e-06
120,6.89551e-06
121,6.89551e-06
122,6.89551e-06
123,6.89551e-06
124,6.89551e-06
125,6.89551e-06
126,6.89551e-06
127,6.89551e-06
128,6.89551e-06
129,6.89551e-06
130,6.89551e-06
131,6.89551e-06
132,6.89551e-06
133,6.89551e-06
134,6.89551e-06
135,6.89551e-06
136,6.89551e-06
137,6.89551e-06
138,6.89551e-06
139,6.89551e-06
140,6.89551e-06
141,6.89551e-06
142,6.89551e-06
143,6.89551e-06
144,6.89551e-06
145,6.89551e-06
146,6.89551e-06
147,6.89551e-06
148,6.89551e-06
149,6.89551e-06
150,6.89551e-06
151,6.89551e-06
152,6.89551e-06
153,6.89551e-06
154,6.89551e-06
155,6.89551e-06
156,6.89551e-06
157,6.89551e-06
158,6.89551e-06
159,6.89551e-06
160,6.89551e-06
161,6.89551e-06
162,6.89551e-06
163,6.89551e-06
164,6.89551e-06
165,6.89551e-06
166,6.89551e-06
167,6.89551e-06
168,6.89551e-06
169,6.89551e-06
170,6.89551e-06
171,6.89551e-06
172,6.89551e-06
173,6.89551e-06
174,6.89551e-06
175,6.89551e-06
176,6.89551e-06
177,6.89551e-06
178,6.89551e-06
179,6.89551e-06
180,6.89551e-06
181,6.89551e-06
182,6.89551e-06
183,6.89551e-06
184,6.89551e-06
185,6.89551e-06
186,6.89551e-06
187,6.89551e-06
188,6.89551e-06
189,6.89551e-06
190,6.89551e-06
191,6.89551e-06
192,6.89551e-06
193,6.89551e-06
194,6.89551e-06
195,6.89551e-06
196,6.89551e-06
197,6.89551e-06
198,6.89551e-06
199,6.89551e-06
200,6.89551e-06
