matrix(560, 1)
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.789446 )
( 0.872788 )
( 0.79187 )
( 0.872788 )
( 0.79187 )
( 0.872788 )
( 0.79187 )
( 0.872789 )
( 0.79187 )
( 0.872789 )
( 0.79187 )
( 0.872789 )
( 0.79187 )
( 0.872789 )
( 0.79187 )
( 0.872789 )
( 0.79187 )
( 0.87279 )
( 0.79187 )
( 0.87279 )
( 0.79187 )
( 0.87279 )
( 0.79187 )
( 0.87279 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872791 )
( 0.79187 )
( 0.872792 )
( 0.79187 )
( 0.872792 )
( 0.79187 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867513 )
( 0.885556 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867513 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867514 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867514 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867514 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867514 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869087 )
( 0.867515 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867515 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867515 )
( 0.885557 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867516 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867516 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867516 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867516 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869086 )
( 0.867517 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867517 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867517 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867517 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867518 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867518 )
( 0.885558 )
( 0.783444 )
( 0.796617 )
( 0.869085 )
( 0.867518 )
( 0.885558 )
( 0.7987 )
( 0.791391 )
( 0.954193 )
( 0.79939 )
( 0.92918 )
( 0.869084 )
( 0.972676 )
( 0.861823 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954193 )
( 0.79939 )
( 0.92918 )
( 0.869084 )
( 0.972676 )
( 0.861823 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954194 )
( 0.79939 )
( 0.92918 )
( 0.869084 )
( 0.972676 )
( 0.861823 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954194 )
( 0.79939 )
( 0.92918 )
( 0.869084 )
( 0.972676 )
( 0.861824 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954194 )
( 0.79939 )
( 0.92918 )
( 0.869084 )
( 0.972676 )
( 0.861824 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954194 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972676 )
( 0.861824 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954195 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972677 )
( 0.861824 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954195 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972677 )
( 0.861824 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954195 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972677 )
( 0.861825 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954195 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972677 )
( 0.861825 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954195 )
( 0.79939 )
( 0.92918 )
( 0.869083 )
( 0.972677 )
( 0.861825 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954196 )
( 0.79939 )
( 0.929179 )
( 0.869083 )
( 0.972677 )
( 0.861825 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954196 )
( 0.79939 )
( 0.929179 )
( 0.869083 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954196 )
( 0.79939 )
( 0.929179 )
( 0.869083 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954196 )
( 0.79939 )
( 0.929179 )
( 0.869083 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954196 )
( 0.79939 )
( 0.929179 )
( 0.869083 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954197 )
( 0.79939 )
( 0.929179 )
( 0.869082 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954197 )
( 0.79939 )
( 0.929179 )
( 0.869082 )
( 0.972677 )
( 0.861826 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954197 )
( 0.79939 )
( 0.929179 )
( 0.869082 )
( 0.972677 )
( 0.861827 )
( 0.784304 )
( 0.791392 )
( 0.7987 )
( 0.791392 )
( 0.954197 )
( 0.79939 )
( 0.929179 )
( 0.869082 )
( 0.972677 )
( 0.861827 )
( 0.784304 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929178 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
( 0.954198 )
( 0.785403 )
( 0.785892 )
( 0.929177 )
( 0.79146 )
( 0.801652 )
( 0.791392 )
( 0.954199 )
( 0.801651 )
( 0.791392 )
