matrix(560, 1)
( 0.0278316 )
( 0.0278322 )
( 0.0278328 )
( 0.0278334 )
( 0.027834 )
( 0.0278346 )
( 0.0278352 )
( 0.0278358 )
( 0.0278363 )
( 0.0278369 )
( 0.0278375 )
( 0.027838 )
( 0.0278385 )
( 0.027839 )
( 0.0278395 )
( 0.02784 )
( 0.0278404 )
( 0.0278408 )
( 0.0278412 )
( 0.0278415 )
( 0.737528 )
( 0.149042 )
( 0.737529 )
( 0.149043 )
( 0.73753 )
( 0.149044 )
( 0.737531 )
( 0.149044 )
( 0.737532 )
( 0.149045 )
( 0.737533 )
( 0.149046 )
( 0.737534 )
( 0.149046 )
( 0.737535 )
( 0.149047 )
( 0.737536 )
( 0.149048 )
( 0.737537 )
( 0.149049 )
( 0.737538 )
( 0.149049 )
( 0.737539 )
( 0.14905 )
( 0.73754 )
( 0.149051 )
( 0.73754 )
( 0.149051 )
( 0.737541 )
( 0.149052 )
( 0.737542 )
( 0.149052 )
( 0.737543 )
( 0.149053 )
( 0.737543 )
( 0.149053 )
( 0.737544 )
( 0.149054 )
( 0.737545 )
( 0.149054 )
( 0 )
( 0.386436 )
( 0.728282 )
( 0.724345 )
( 0.769452 )
( 0 )
( 0.386435 )
( 0.728282 )
( 0.724346 )
( 0.769453 )
( 0 )
( 0.386435 )
( 0.728281 )
( 0.724347 )
( 0.769453 )
( 0 )
( 0.386435 )
( 0.728281 )
( 0.724349 )
( 0.769454 )
( 0 )
( 0.386434 )
( 0.728281 )
( 0.72435 )
( 0.769454 )
( 0 )
( 0.386434 )
( 0.72828 )
( 0.724352 )
( 0.769455 )
( 0 )
( 0.386434 )
( 0.72828 )
( 0.724353 )
( 0.769456 )
( 0 )
( 0.386433 )
( 0.728279 )
( 0.724354 )
( 0.769456 )
( 0 )
( 0.386433 )
( 0.728278 )
( 0.724356 )
( 0.769457 )
( 0 )
( 0.386432 )
( 0.728278 )
( 0.724357 )
( 0.769457 )
( 0 )
( 0.386432 )
( 0.728277 )
( 0.724358 )
( 0.769458 )
( 0 )
( 0.386431 )
( 0.728277 )
( 0.72436 )
( 0.769458 )
( 0 )
( 0.386431 )
( 0.728276 )
( 0.724361 )
( 0.769459 )
( 0 )
( 0.386431 )
( 0.728275 )
( 0.724362 )
( 0.769459 )
( 0 )
( 0.38643 )
( 0.728275 )
( 0.724363 )
( 0.76946 )
( 0 )
( 0.38643 )
( 0.728274 )
( 0.724364 )
( 0.76946 )
( 0 )
( 0.386429 )
( 0.728273 )
( 0.724365 )
( 0.769461 )
( 0 )
( 0.386429 )
( 0.728273 )
( 0.724366 )
( 0.769461 )
( 0 )
( 0.386428 )
( 0.728272 )
( 0.724367 )
( 0.769461 )
( 0 )
( 0.386428 )
( 0.728271 )
( 0.724368 )
( 0.769462 )
( 0.490555 )
( 0.125163 )
( 0.941044 )
( 0.525061 )
( 0.878517 )
( 0.728267 )
( 0.987252 )
( 0.710136 )
( 0 )
( 0.125196 )
( 0.490556 )
( 0.125164 )
( 0.941045 )
( 0.52506 )
( 0.878517 )
( 0.728267 )
( 0.987252 )
( 0.710138 )
( 0 )
( 0.125196 )
( 0.490557 )
( 0.125165 )
( 0.941046 )
( 0.52506 )
( 0.878516 )
( 0.728267 )
( 0.987252 )
( 0.710139 )
( 0 )
( 0.125195 )
( 0.490557 )
( 0.125165 )
( 0.941047 )
( 0.525059 )
( 0.878516 )
( 0.728266 )
( 0.987252 )
( 0.71014 )
( 0 )
( 0.125195 )
( 0.490558 )
( 0.125166 )
( 0.941048 )
( 0.525059 )
( 0.878516 )
( 0.728266 )
( 0.987252 )
( 0.710141 )
( 0 )
( 0.125194 )
( 0.490558 )
( 0.125167 )
( 0.941049 )
( 0.525058 )
( 0.878515 )
( 0.728266 )
( 0.987253 )
( 0.710142 )
( 0 )
( 0.125194 )
( 0.490559 )
( 0.125167 )
( 0.94105 )
( 0.525058 )
( 0.878515 )
( 0.728265 )
( 0.987253 )
( 0.710143 )
( 0 )
( 0.125193 )
( 0.490559 )
( 0.125168 )
( 0.941051 )
( 0.525057 )
( 0.878514 )
( 0.728265 )
( 0.987253 )
( 0.710144 )
( 0 )
( 0.125193 )
( 0.49056 )
( 0.125169 )
( 0.941052 )
( 0.525056 )
( 0.878514 )
( 0.728265 )
( 0.987253 )
( 0.710145 )
( 0 )
( 0.125192 )
( 0.49056 )
( 0.125169 )
( 0.941053 )
( 0.525055 )
( 0.878514 )
( 0.728264 )
( 0.987253 )
( 0.710146 )
( 0 )
( 0.125191 )
( 0.490561 )
( 0.12517 )
( 0.941054 )
( 0.525055 )
( 0.878513 )
( 0.728264 )
( 0.987254 )
( 0.710147 )
( 0 )
( 0.125191 )
( 0.490561 )
( 0.125171 )
( 0.941055 )
( 0.525054 )
( 0.878513 )
( 0.728264 )
( 0.987254 )
( 0.710148 )
( 0 )
( 0.12519 )
( 0.490562 )
( 0.125171 )
( 0.941055 )
( 0.525053 )
( 0.878512 )
( 0.728263 )
( 0.987254 )
( 0.710149 )
( 0 )
( 0.12519 )
( 0.490562 )
( 0.125172 )
( 0.941056 )
( 0.525052 )
( 0.878512 )
( 0.728263 )
( 0.987254 )
