matrix(560, 1)
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.371668 )
( 0.540687 )
( 0.381741 )
( 0.540688 )
( 0.381741 )
( 0.540688 )
( 0.381741 )
( 0.540688 )
( 0.381741 )
( 0.540689 )
( 0.381741 )
( 0.540689 )
( 0.381741 )
( 0.54069 )
( 0.381741 )
( 0.54069 )
( 0.381741 )
( 0.54069 )
( 0.381741 )
( 0.540691 )
( 0.381741 )
( 0.540691 )
( 0.381741 )
( 0.540692 )
( 0.381741 )
( 0.540692 )
( 0.381741 )
( 0.540692 )
( 0.381741 )
( 0.540692 )
( 0.381741 )
( 0.540693 )
( 0.381741 )
( 0.540693 )
( 0.381741 )
( 0.540693 )
( 0.381741 )
( 0.540694 )
( 0.381741 )
( 0.540694 )
( 0.381741 )
( 0.346729 )
( 0.401468 )
( 0.534324 )
( 0.531617 )
( 0.562644 )
( 0.346729 )
( 0.401468 )
( 0.534324 )
( 0.531617 )
( 0.562644 )
( 0.346729 )
( 0.401468 )
( 0.534324 )
( 0.531618 )
( 0.562644 )
( 0.346729 )
( 0.401468 )
( 0.534323 )
( 0.531618 )
( 0.562644 )
( 0.346729 )
( 0.401468 )
( 0.534323 )
( 0.531619 )
( 0.562645 )
( 0.346729 )
( 0.401468 )
( 0.534323 )
( 0.531619 )
( 0.562645 )
( 0.346729 )
( 0.401468 )
( 0.534323 )
( 0.53162 )
( 0.562645 )
( 0.346729 )
( 0.401468 )
( 0.534323 )
( 0.53162 )
( 0.562645 )
( 0.346729 )
( 0.401468 )
( 0.534322 )
( 0.531621 )
( 0.562645 )
( 0.346729 )
( 0.401468 )
( 0.534322 )
( 0.531621 )
( 0.562646 )
( 0.346729 )
( 0.401468 )
( 0.534322 )
( 0.531622 )
( 0.562646 )
( 0.346729 )
( 0.401468 )
( 0.534322 )
( 0.531622 )
( 0.562646 )
( 0.346729 )
( 0.401468 )
( 0.534321 )
( 0.531623 )
( 0.562646 )
( 0.346729 )
( 0.401468 )
( 0.534321 )
( 0.531623 )
( 0.562646 )
( 0.34673 )
( 0.401468 )
( 0.534321 )
( 0.531624 )
( 0.562646 )
( 0.34673 )
( 0.401468 )
( 0.534321 )
( 0.531624 )
( 0.562647 )
( 0.34673 )
( 0.401468 )
( 0.53432 )
( 0.531624 )
( 0.562647 )
( 0.34673 )
( 0.401468 )
( 0.53432 )
( 0.531625 )
( 0.562647 )
( 0.34673 )
( 0.401468 )
( 0.53432 )
( 0.531625 )
( 0.562647 )
( 0.34673 )
( 0.401468 )
( 0.534319 )
( 0.531625 )
( 0.562647 )
( 0.41012 )
( 0.379754 )
( 0.680669 )
( 0.412989 )
( 0.637658 )
( 0.534318 )
( 0.712451 )
( 0.521832 )
( 0.350302 )
( 0.379755 )
( 0.41012 )
( 0.379754 )
( 0.680669 )
( 0.412989 )
( 0.637658 )
( 0.534318 )
( 0.712451 )
( 0.521833 )
( 0.350302 )
( 0.379755 )
( 0.410121 )
( 0.379754 )
( 0.68067 )
( 0.412989 )
( 0.637657 )
( 0.534318 )
( 0.712452 )
( 0.521833 )
( 0.350302 )
( 0.379755 )
( 0.410121 )
( 0.379754 )
( 0.68067 )
( 0.412989 )
( 0.637657 )
( 0.534318 )
( 0.712452 )
( 0.521833 )
( 0.350302 )
( 0.379755 )
( 0.410121 )
( 0.379754 )
( 0.68067 )
( 0.412989 )
( 0.637657 )
( 0.534318 )
( 0.712452 )
( 0.521834 )
( 0.350302 )
( 0.379755 )
( 0.410121 )
( 0.379754 )
( 0.680671 )
( 0.412989 )
( 0.637657 )
( 0.534317 )
( 0.712452 )
( 0.521834 )
( 0.350302 )
( 0.379755 )
( 0.410121 )
( 0.379754 )
( 0.680671 )
( 0.412989 )
( 0.637657 )
( 0.534317 )
